institution_code,institution_name,akreditasi_institusi,wilayah
3435,STAI DARUL ARQAM MUHAMMADIYAH GARUT,BAIK,WILAYAH PTAS
3436,STAI SUNAN PANDANARAN YOGYAKARTA,BAIK,WILAYAH PTAS
3437,SEKOLAH TINGGI TEOLOGI REAL BATAM,BAIK,WILAYAH PTAS
3438,SEKOLAH TINGGI TEOLOGI BETHEL SAMARINDA,BAIK,WILAYAH PTAS
3439,"SEKOLAH TINGGI EKONOMI SYARIAH IHYA ULUMIDDIN, BANYUWANGI JAWA TIMUR",TIDAK TERAKREDITASI,WILAYAH PTAS
3440,STAIN TENGKU DIRUNDENG MEULABOH,BAIK SEKALI,WILAYAH PTAN
3442,SEKOLAH TINGGI ILMU TARBIYAH SYEKH MUHAMMAD NAFIS,BAIK,WILAYAH PTAS
3443,POLITEKNIK PELAYARAN BANTEN,BAIK,WILAYAH PTKL
3444,INSTITUT AGAMA ISLAM NAHDLATUL ULAMA TUBAN,BAIK,WILAYAH PTAS
3445,UNIVERSITAS FLORES,B,WILAYAH 15
3446,SEKOLAH TINGGI TEOLOGI PAULUS JAKARTA,BAIK,WILAYAH PTAS
3447,UNIVERSITAS ISLAM SUMATERA UTARA,B,WILAYAH 01
3448,STAI NUR EL GHAZY BEKASI,BAIK,WILAYAH PTAS
3449,POLITEKNIK NEGERI CILACAP,BAIK,WILAYAH PTN
3450,INSTITUT TEKNOLOGI BATAM,BAIK,WILAYAH 17
3452,SEKOLAH TINGGI ILMU EKONOMI LMII,BAIK,WILAYAH 01
3454,STAI AT-TAQWA BONDOWOSO JAWA TIMUR,BAIK,WILAYAH PTAS
3455,SEKOLAH TINGGI ILMU KESEHATAN RSPAD GATOT SOEBROTO,BAIK,WILAYAH 03
3456,POLITEKNIK UNGGULAN KALIMANTAN,BAIK,WILAYAH 11
3457,INSTITUT AGAMA ISLAM AL-QOLAM,BAIK,WILAYAH PTAS
3458,SEKOLAH TINGGI ILMU KESEHATAN INTAN MARTAPURA,BAIK,WILAYAH 11
3459,"STAI NAHDLATUL ULAMA, TEMANGGUNG, JAWA TENGAH",BAIK,WILAYAH PTAS
3460,"STAI YAPNAS JENEPONTO, SULAWESI SELATAN",BAIK,WILAYAH PTAS
3461,SEKOLAH TINGGI AGAMA ISLAM NEGERI MAJENE,BAIK,WILAYAH PTAN
3462,"INSTITUT AGAMA ISLAM DAAR AL-ULUM ASAHAN, SUMATERA UTARA",BAIK,WILAYAH PTAS
3463,INSTITUT AGAMA ISLAM NEGERI LHOKSEUMAWE,BAIK SEKALI,WILAYAH PTAN
3464,"STAI SYEKH MAULANA QORI BANGKO, JAMBI",TIDAK TERAKREDITASI,WILAYAH PTAS
3466,INSTITUT PESANTREN MATHALIUL FALAH PATI JAWA TENGAH,BAIK,WILAYAH PTAS
3467,STAI DENPASAR BALI,BAIK,WILAYAH PTAS
3468,"STAI DDI KOTA MAKASSAR, SULAWESI SELATAN",BAIK,WILAYAH PTAS
3470,UNIVERSITAS NUSANTARA PGRI KEDIRI,BAIK SEKALI,WILAYAH 07
3471,STISIPOL RAJA HAJI,BAIK,WILAYAH 17
3472,STAI BAHRIYATUL ULUM KH. ZAINUL ARIFIN PANDAN,BAIK,WILAYAH PTAS
3474,UNIVERSITAS PENDIDIKAN MUHAMMADIYAH SORONG,B,WILAYAH 14
3475,STAI SYAICHONA MOH. CHOLIL BANGKALAN,BAIK,WILAYAH PTAS
3477,SEKOLAH TINGGI ILMU TARBIYAH AL HIKMAH BUMI AGUNG WAY KANAN,BAIK,WILAYAH PTAS
3478,"STAI SYEKH H. ABDUL HALIM HASAN AL-ISLAHIYAH BINJAI, SUMATERA UTARA",BAIK,WILAYAH PTAS
3479,SEKOLAH TINGGI TEOLOGI KRISTUS ALFA OMEGA,BAIK,WILAYAH PTAS
3480,SEKOLAH TINGGI ILMU PERTANIAN BERAU,BAIK,WILAYAH 11
3482,SEKOLAH TINGGI ILMU KEHUTANAN PANTE KULU,BAIK,WILAYAH 13
3483,STAI DARUL FALAH CILILIN CIHAMPELAS BANDUNG BARAT,BAIK,WILAYAH PTAS
3484,SEKOLAH TINGGI ILMU DAKWAH DAN KOMUNIKASI ISLAM AR-RAHMAH SURABAYA,BAIK,WILAYAH PTAS
3485,STAI SILIWANGI GARUT,BAIK,WILAYAH PTAS
3486,AKADEMI KEBIDANAN ASSYIFA TANGERANG,BAIK,WILAYAH 04
3487,SEKOLAH TINGGI ILMU TARBIYAH IBNU KHALDUN,BAIK,WILAYAH PTAS
3488,IAIN AMBON,BAIK SEKALI,WILAYAH PTAN
3489,STAI IMAM SYAFI`I CIANJUR,BAIK,WILAYAH PTAS
3490,INSTITUT AGAMA ISLAM BANTEN,BAIK,WILAYAH PTAS
3491,STKIP BUDIDAYA,BAIK,WILAYAH 01
3492,UNIVERSITAS BALE BANDUNG,BAIK SEKALI,WILAYAH 04
3493,AMIK PGRI KEBUMEN,BAIK,WILAYAH 06
3496,STAI AL-KHAIRAAT HALMAHERA SELATAN,BAIK,WILAYAH PTAS
3497,STAI SILIWANGI BANDUNG,BAIK,WILAYAH PTAS
3498,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,BAIK,WILAYAH 03
3499,SEKOLAH TINGGI TEOLOGI INJILI INDONESIA YOGYAKARTA,BAIK,WILAYAH PTAS
3500,STAI AT-TANWIR BOJONEGORO,BAIK,WILAYAH PTAS
3501,STAI AN NAJAH INDONESIA MANDIRI SIDOARJO,BAIK,WILAYAH PTAS
3502,SEKOLAH TINGGI ILMU KESEHATAN NUSANTARA,B,WILAYAH 15
3503,UNIVERSITAS PRISMA,TIDAK TERAKREDITASI,WILAYAH 16
3504,INSTITUT TRANSPORTASI  DAN LOGISTIK TRISAKTI,BAIK SEKALI,WILAYAH 03
3505,POLITEKNIK PEMBANGUNAN PERTANIAN YOGYAKARTA - MAGELANG,BAIK SEKALI,WILAYAH PTKL
3506,UNIVERSITAS MUHAMMADIYAH METRO,BAIK SEKALI,WILAYAH 02
3507,SEKOLAH TINGGI ILMU KESEHATAN BINALITA SUDAMA,BAIK,WILAYAH 01
3508,STKIP AL-WASHLIYAH,BAIK,WILAYAH 13
3509,POLITEKNIK PERTANIAN DAN PETERNAKAN MAPENA,BAIK,WILAYAH 07
3510,UNIVERSITAS SERAMBI MEKKAH,BAIK,WILAYAH 13
3511,INSTITUT TEKNOLOGI DAN BISNIS BANK RAKYAT INDONESIA,BAIK,WILAYAH 03
3512,"STAI DARUL ARAFAH LAU BAKERI DELI SERDANG, SUMATERA UTARA",BAIK,WILAYAH PTAS
3513,INSTITUT AGAMA ISLAM NEGERI BATUSANGKAR,BAIK SEKALI,WILAYAH PTAN
3514,STAI TARUNA SURABAYA,BAIK,WILAYAH PTAS
3515,INSTITUT ILMU KEISLAMAN ANNUQAYAH GULUK-GULUK SUMENEP,BAIK SEKALI,WILAYAH PTAS
3517,SEKOLAH TINGGI ILMU KESEHATAN BANTEN,BAIK,WILAYAH 04
3519,UNIVERSITAS SAINS DAN TEKNOLOGI KOMPUTER,BAIK,WILAYAH 06
3520,POLITEKNIK PAJAJARAN INSAN CINTA BANGSA BANDUNG,BAIK,WILAYAH 04
3521,"STAI DDI SIDRAP, SULAWESI SELATAN",BAIK,WILAYAH PTAS
3522,STAI NAHDLATUL ULAMA PACITAN,BAIK,WILAYAH PTAS
3523,SEKOLAH TINGGI TEOLOGI ALETHEIA,BAIK,WILAYAH PTAS
3524,STAI DINIYAH PEKANBARU,BAIK,WILAYAH PTAS
3525,STEI IQRA ANNISA PEKANBARU,BAIK,WILAYAH PTAS
3527,SEKOLAH TINGGI ILMU KESEHATAN YPIB,BAIK,WILAYAH 04
3528,INSTITUT TEKNOLOGI DAN BISNIS AHMAD DAHLAN,B,WILAYAH 03
3529,UNIVERSITAS KRISTEN INDONESIA PAULUS,B,WILAYAH 09
3530,IKIP BUDI UTOMO,B,WILAYAH 07
3531,UNIVERSITAS KRISTEN INDONESIA MALUKU,B,WILAYAH 12
3533,INSTITUT AGAMA ISLAM AL-AZIZIYAH SAMALANGA BIEREUN ACEH,BAIK,WILAYAH PTAS
3534,UNIVERSITAS BHINNEKA PGRI,B,WILAYAH 07
3535,SEKOLAH TINGGI TEKNOLOGI INDONESIA TANJUNG PINANG,BAIK,WILAYAH 17
3538,STIT AL-MARHALAH AL-`ULYA BEKASI,BAIK,WILAYAH PTAS
3539,SEKOLAH TINGGI FILSAFAT KATOLIK LEDALERO,B,WILAYAH 15
3540,SEKOLAH TINGGI ILMU AL-QUR`AN ISY KARIMA KARANGANYAR,BAIK,WILAYAH PTAS
3541,STIT AL-AZIZIYAH KAPEK GUNUNGSARI LOMBOK BARAT NUSA TENGGARA,BAIK,WILAYAH PTAS
3543,STKIP PGRI SAMPANG,BAIK,WILAYAH 07
3544,STAI BHAKTI PERSADA MAJALAYA BANDUNG,BAIK,WILAYAH PTAS
3545,POLITEKNIK MANUFAKTUR BANDUNG,BAIK SEKALI,WILAYAH PTN
3546,SEKOLAH TINGGI ILMU KESEHATAN BARAMULI,BAIK,WILAYAH 09
3547,AKADEMI MARITIM NUSANTARA BANJARMASIN,BAIK,WILAYAH 11
3548,AKADEMI TELEVISI INDONESIA,BAIK,WILAYAH 03
3549,STKIP BANTEN,BAIK,WILAYAH 04
3550,SEKOLAH TINGGI TEOLOGI MITRA,BAIK,WILAYAH PTAS
3551,STAI HUBBULWATHAN DURI,BAIK,WILAYAH PTAS
3552,SEKOLAH TINGGI AGAMA ISLAM DARUNNAJAH JAKARTA,BAIK,WILAYAH PTAS
3553,SEKOLAH TINGGI ISLAM AL-MUKMIN NGRUKI CEMANI SUKOHARJO,BAIK,WILAYAH PTAS
3554,INSTITUT AGAMA ISLAM HAMZANWADI NW LOMBOK TIMUR,BAIK,WILAYAH PTAS
3555,SEKOLAH TINGGI ILMU SYARI`AH MIFTAHUL ULUM LUMAJANG,BAIK SEKALI,WILAYAH PTAS
3556,STIT PEMALANG,BAIK,WILAYAH PTAS
3557,SEKOLAH TINGGI ILMU SYARIAH AL-AZIZIYAH SABANG,BAIK,WILAYAH PTAS
3558,INSTITUT AGAMA ISLAM CIPASUNG TASIKMALAYA,BAIK,WILAYAH PTAS
3560,STAI ASY-SYAFI`IYAH NABIRE,BAIK,WILAYAH PTAS
3561,INSTITUT AGAMA ISLAM DARUSSALAM MARTAPURA KALIMANTAN SELATAN,BAIK,WILAYAH PTAS
3562,STAI AL-MUSDARIYAH CIMAHI,BAIK,WILAYAH PTAS
3563,STAI YAPATA AL-JAWAMI BANDUNG,BAIK,WILAYAH PTAS
3564,STAI AHSANTA JAMBI,BAIK,WILAYAH PTAS
3566,STMIK MIKROSKIL,B,WILAYAH 01
3568,UNIVERSITAS PROKLAMASI 45,B,WILAYAH 05
3569,AKADEMI KEBIDANAN HARAPAN KELUARGA,B,WILAYAH 01
3570,STIE BUMI PERSADA LHOKSEUMAWE,TIDAK TERAKREDITASI,WILAYAH 13
3571,STAI GROBOGAN JAWA TENGAH,TIDAK TERAKREDITASI,WILAYAH PTAS
3572,INSTITUT TEKNOLOGI DAN BISNIS STIKOM AMBON,BAIK,WILAYAH 12
3573,INSTITUT AGAMA ISLAM PANGERAN DIPONEGORO NGANJUK,BAIK,WILAYAH PTAS
3574,"STAI SAID PERINTAH MASOHI, MALUKU TENGAH, MALUKU",BAIK,WILAYAH PTAS
3575,UNIVERSITAS HALMAHERA,BAIK SEKALI,WILAYAH 12
3576,SEKOLAH TINGGI FARMASI MUHAMMADIYAH TANGERANG,BAIK SEKALI,WILAYAH 04
3577,UNIVERSITAS SARI MULIA,BAIK,WILAYAH 11
3578,SEKOLAH TINGGI ILMU PERTANIAN PETRA BALIEM WAMENA,BAIK,WILAYAH 14
3579,AKADEMI KEPERAWATAN IBNU SINA KOTA SABANG,BAIK,WILAYAH 13
3580,SEKOLAH TINGGI ILMU EKONOMI YASMI,BAIK,WILAYAH 04
3582,IAIN BUKITTINGGI,BAIK SEKALI,WILAYAH PTAN
3583,INSTITUT AGAMA ISLAM HAMZANWADI NW PANCOR LOMBOK TIMUR,BAIK,WILAYAH PTAS
3585,"INSTITUT PARAHIKMA INDONESIA, GOWA SULAWESI SELATAN",BAIK,WILAYAH PTAS
3586,SEKOLAH TINGGI ILMU BAHASA ARAB DARUL ULUM BANYUANYAR PAMEKASAN JAWA TIMUR,BAIK,WILAYAH PTAS
3587,"STAI YOGYAKARTA WONOSARI, GUNUNG KIDUL",BAIK,WILAYAH PTAS
3588,STAI MA`ARIF KENDAL NGAWI,BAIK,WILAYAH PTAS
3589,INSTITUT PESANTREN SUNAN DRAJAT LAMONGAN,BAIK,WILAYAH PTAS
3590,STAI PUBLISISTIK THAWALIB JAKARTA,BAIK,WILAYAH PTAS
3591,"STAI AL-AZHAR GOWA, SULAWESI SELATAN",BAIK,WILAYAH PTAS
3593,STAI TERPADU YOGYAKARTA,BAIK,WILAYAH PTAS
3594,UNIVERSITAS SULAWESI BARAT,BAIK,WILAYAH PTN
3596,STKIP KIE RAHA,BAIK,WILAYAH 12
3597,SEKOLAH TINGGI ILMU KOMUNIKASI INTER STUDI,BAIK,WILAYAH 03
3598,SEKOLAH TINGGI PERTANIAN KUTAI TIMUR,BAIK,WILAYAH 11
3599,UNIVERSITAS KUTAI KARTANEGARA TENGGARONG,BAIK SEKALI,WILAYAH 11
3600,SEKOLAH TINGGI ILMU BAHASA DAN DAKWAH MASJID AGUNG SUNAN AMPEL SURABAYA JATIM,BAIK,WILAYAH PTAS
3601,STIS AL-ITTIHAD BIMA YAYASAN PENDIDIKAN AL-ITIHAD BIMA NTB,BAIK,WILAYAH PTAS
3602,STAI KH ABDUL KABIER,BAIK,WILAYAH PTAS
3603,STIT AL-HIDAYAH TASIKMALAYA,BAIK,WILAYAH PTAS
3604,"STAI YAPIS TAKALAR, SULAWESI SELATAN",BAIK,WILAYAH PTAS
3605,SEKOLAH TINGGI ILMU TARBIYAH DARUSSALAMAH PIDIE BANDA ACEH,TIDAK TERAKREDITASI,WILAYAH PTAS
3606,SEKOLAH TINGGI ILMU USHULUDDIN MASJID AL AKBAR SURABAYA JAWA TIMUR,TIDAK TERAKREDITASI,WILAYAH PTAS
3607,POLITEKNIK NEGERI NUSA UTARA,BAIK SEKALI,WILAYAH PTN
3608,AMIK MEDAN BUSINESS POLYTECHNIC,BAIK,WILAYAH 01
3609,AKADEMI FARMASI DWI FARMA,BAIK,WILAYAH 10
3610,POLITEKNIK TANJUNGBALAI,BAIK,WILAYAH 01
3611,UNIVERSITAS DHARMAS INDONESIA,BAIK,WILAYAH 10
3612,INSTITUT AGAMA HINDU NEGERI TAMPUNG PENYANG PALANGKA RAYA,BAIK,WILAYAH PTAN
3613,SEKOLAH TINGGI ILMU EKONOMI TRIDHARMA,BAIK,WILAYAH 04
3614,UNIVERSITAS GUNUNG LEUSER ACEH,BAIK,WILAYAH 13
3615,"STAI YPIQ BAUBAU, SULAWESI TENGGARA",BAIK,WILAYAH PTAS
3616,"STAI DDI PANGKEP, SULAWESI SELATAN",BAIK,WILAYAH PTAS
3617,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG,BAIK,WILAYAH PTN
3618,SEKOLAH TINGGI TEOLOGI GALILEA INDONESIA,BAIK,WILAYAH PTAS
3619,SEKOLAH TINGGI AGAMA BUDDHA NALANDA,BAIK,WILAYAH PTAS
3620,INSTITUT SENI BUDAYA INDONESIA BANDUNG,BAIK SEKALI,WILAYAH PTN
3621,UNIVERSITAS KADIRI,BAIK SEKALI,WILAYAH 07
3622,AKADEMI KEBIDANAN HARAPAN IBU LANGSA,BAIK,WILAYAH 13
3623,UNIVERSITAS SAINS CUT NYAK DHIEN,BAIK,WILAYAH 13
3624,UNIVERSITAS AL WASHLIYAH,BAIK,WILAYAH 01
3625,POLITEKNIK ACEH SELATAN,BAIK,WILAYAH 13
3626,SEKOLAH TINGGI FILSAFAT JAFFRAY MAKASSAR,BAIK,WILAYAH 09
3627,STMIK INDONESIA BANDA ACEH,BAIK,WILAYAH 13
3628,SEKOLAH TINGGI AGAMA ISLAM AL-AMIN DOMPU NTB,BAIK,WILAYAH PTAS
3631,STAI DARUL KAMAL NW KEMBANG KERANG NTB,BAIK,WILAYAH PTAS
3632,IAI AGUS SALIM METRO LAMPUNG,BAIK,WILAYAH PTAS
3633,SEKOLAH TINGGI ILMU TARBIYAH NAHDLATUL ULAMA AL-FARABI PANGANDARAN,BAIK,WILAYAH PTAS
3635,STMIK KREATINDO MANOKWARI,BAIK,WILAYAH 14
3636,SEKOLAH TINGGI MANAJEMEN DAN ILMU KOMPUTER UMEL MANDIRI,BAIK,WILAYAH 14
3637,"STAI AL-HIKMAH PARIANGAN BATUSANGKAR, TANAH DATAR",BAIK,WILAYAH PTAS
3638,STIA BALA PUTRA DEWA,BAIK,WILAYAH 02
3639,SEKOLAH TINGGI ILMU KESEHATAN MATARAM,BAIK SEKALI,WILAYAH 08
3640,INSTITUT KOMUNIKASI DAN BISNIS LSPR,BAIK SEKALI,WILAYAH 03
3641,POLITEKNIK SINAR MAS BERAU COAL,BAIK,WILAYAH 11
3642,AKADEMI KEBIDANAN BETANG ASI RAYA,BAIK,WILAYAH 11
3643,AKADEMI AKUNTANSI EFFENDI HARAHAP,BAIK,WILAYAH 06
3644,SEKOLAH TINGGI ILMU EKONOMI WIJAYA MULYA,BAIK,WILAYAH 06
3645,POLITEKNIK NEGERI SUBANG,BAIK,WILAYAH PTN
3646,SEKOLAH TINGGI ILMU EKONOMI GANESHA,BAIK,WILAYAH 03
3648,SEKOLAH TINGGI AGAMA ISLAM INDONESIA JAKARTA,BAIK,WILAYAH PTAS
3649,STIT MUHAMMADIYAH PACITAN,BAIK,WILAYAH PTAS
3650,STAI DARUL HIKMAH BANGKALAN,BAIK,WILAYAH PTAS
3651,INSTITUT AGAMA ISLAM RIYADLATUL MUJAHIDIN NGABAR PONOROGO,BAIK,WILAYAH PTAS
3652,IKIP PGRI KALTIM,B,WILAYAH 11
3653,UNIVERSITAS MUHAMMADIYAH TASIKMALAYA,BAIK,WILAYAH 04
3654,AKADEMI SEKRETARI MANAJEMEN INDONESIA PONTIANAK,BAIK,WILAYAH 11
3655,SEKOLAH TINGGI TEOLOGI BAPTIS JAKARTA,BAIK,WILAYAH PTAS
3656,AKADEMI KEPERAWATAN YASPEN JAKARTA,BAIK,WILAYAH 03
3658,STIT AT-TAQWA GEGERKALONG BANDUNG,BAIK,WILAYAH PTAS
3659,STEI AL AMAR SUBANG JAWA BARAT,BAIK,WILAYAH PTAS
3660,SEKOLAH TINGGI ILMU EKONOMI BOEDI OETOMO,BAIK,WILAYAH 11
3662,SEKOLAH TINGGI ILMU EKONOMI PALANGKA RAYA,BAIK,WILAYAH 11
3663,AKADEMI KEBIDANAN WIJAYA HUSADA,BAIK,WILAYAH 04
3664,SEKOLAH TINGGI TEKNOLOGI INDUSTRI BONTANG,BAIK,WILAYAH 11
3665,AKADEMI KEPERAWATAN KESDAM ISKANDAR MUDA LHOKSEUMAWE,BAIK,WILAYAH 13
3666,STMIK BORNEO INTERNASIONAL,BAIK,WILAYAH 11
3667,UNIVERSITAS AL-GHIFARI,BAIK,WILAYAH 04
3668,SEKOLAH TINGGI ILMU EKONOMI GEMA WIDYA BANGSA,BAIK,WILAYAH 04
3669,INSTITUT AGAMA ISLAM ULUWIYAH MOJOKERTO,BAIK,WILAYAH PTAS
3670,STIT AL-QUR`AN AL-ITTIFAQIAH OGAN ILIR SUMATERA SELATAN,BAIK,WILAYAH PTAS
3671,SEKOLAH TINGGI EKONOMI ISLAM YOGYAKARTA,BAIK,WILAYAH PTAS
3672,STAI AL-AMIN GERSIK KEDIRI LOMBOK BARAT,BAIK,WILAYAH PTAS
3674,UNIVERSITAS GLOBAL JAKARTA,BAIK,WILAYAH 04
3676,POLITEKNIK AKA BOGOR,BAIK SEKALI,WILAYAH PTKL
3678,STMIK TIME,BAIK,WILAYAH 01
3679,AKADEMI KEPERAWATAN ALKAUTSAR TEMANGGUNG,BAIK,WILAYAH 06
3680,SEKOLAH TINGGI ILMU MANAJEMEN INDONESIA HANDAYANI,BAIK,WILAYAH 08
3682,SEKOLAH TINGGI ILMU KESEHATAN BANI SALEH,BAIK SEKALI,WILAYAH 04
3683,UNIVERSITAS KRISTEN WIRA WACANA SUMBA,BAIK,WILAYAH 15
3684,POLITEKNIK UNGGUL LP3M,BAIK,WILAYAH 01
3685,SEKOLAH TINGGI ILMU EKONOMI PERSADA BUNDA,BAIK,WILAYAH 17
3687,SEKOLAH TINGGI TEOLOGI AMANAT AGUNG,BAIK SEKALI,WILAYAH PTAS
3688,SEKOLAH TINGGI ILMU EKONOMI SEBELAS APRIL,BAIK,WILAYAH 04
3689,SEKOLAH TINGGI ILMU KOMUNIKASI YOGYAKARTA,BAIK,WILAYAH 05
3690,UNIVERSITAS CORDOVA,BAIK,WILAYAH 08
3691,INSTITUT KESENIAN JAKARTA - LPKJ,BAIK SEKALI,WILAYAH 03
3692,STAI DR. KH. EZ. MUTTAQIEN PURWAKARTA,BAIK,WILAYAH PTAS
3693,STIT SUNAN GIRI TRENGGALEK,BAIK,WILAYAH PTAS
3694,STAI MASJID SYUHADA YOGYAKARTA,BAIK,WILAYAH PTAS
3695,STIT MIFTAHUL ULUM BANGKALAN,BAIK,WILAYAH PTAS
3696,SEKOLAH TINGGI ILMU KESEHATAN IMMANUEL BANDUNG,BAIK SEKALI,WILAYAH 04
3697,INSTITUT AGAMA ISLAM MUHAMMADIYAH BIMA,BAIK,WILAYAH PTAS
3698,SEKOLAH TINGGI ILMU EKONOMI CENDEKIA BOJONEGORO,BAIK,WILAYAH 07
3700,AKADEMI SEKRETARI DAN MANAJEMEN LEPISI,BAIK,WILAYAH 04
3701,POLITEKNIK KESEJAHTERAAN SOSIAL BANDUNG,BAIK SEKALI,WILAYAH PTKL
3702,STAI PERSIS BANDUNG,BAIK SEKALI,WILAYAH PTAS
3703,AKADEMI TEKNIK PIKA,BAIK,WILAYAH 06
3704,UNIVERSITAS KADER BANGSA,BAIK SEKALI,WILAYAH 02
3705,SEKOLAH TINGGI TEOLOGI BEREA SALATIGA,BAIK,WILAYAH PTAS
3706,UNIVERSITAS PAHLAWAN TUANKU TAMBUSAI,BAIK SEKALI,WILAYAH 17
3707,POLITEKNIK PARIWISATA BATAM,BAIK,WILAYAH 17
3708,AKADEMI MARITIM SAPTA SAMUDRA,BAIK,WILAYAH 10
3709,UNIVERSITAS TRIBUANA KALABAHI,BAIK,WILAYAH 15
3710,UNIVERSITAS SOERJO,BAIK,WILAYAH 07
3711,AKADEMI REFRAKSI OPTISI SURABAYA,BAIK,WILAYAH 07
3712,INSTITUT AGAMA ISLAM IBRAHIMY GENTENG BANYUWANGI,BAIK,WILAYAH PTAS
3713,STAI SEBELAS APRIL SUMEDANG,BAIK,WILAYAH PTAS
3715,SEKOLAH TINGGI ILMU SYARIAH WAL AQIDAH ASH-SHOFA MANONJAYA,BAIK,WILAYAH PTAS
3717,UNIVERSITAS DARWAN ALI,BAIK,WILAYAH 11
3718,POLITEKNIK NEGERI MEDIA KREATIF,BAIK SEKALI,WILAYAH PTN
3720,STAI SYEKH MANSHUR PANDEGLANG,BAIK,WILAYAH PTAS
3721,STAI AL-ANWAR SARANG REMBANG,BAIK,WILAYAH PTAS
3722,STAI SYAMSUL ULUM GUNUNG PUYUH,BAIK,WILAYAH PTAS
3723,STAI AT-TAHDZIB REJOAGUNG NGORO JOMBANG,BAIK,WILAYAH PTAS
3724,POLITEKNIK GORONTALO,BAIK,WILAYAH 16
3725,STAI NAHDLATUL ULAMA MALANG,BAIK,WILAYAH PTAS
3726,POLITEKNIK PRAKTISI BANDUNG,BAIK,WILAYAH 04
3727,SEKOLAH TINGGI ILMU EKONOMI LHOKSEUMAWE,BAIK,WILAYAH 13
3728,UNIVERSITAS QOMARUDDIN,BAIK,WILAYAH 07
3730,AKADEMI KEBIDANAN KHARISMA HUSADA BINJAI,BAIK,WILAYAH 01
3732,STMIK LOGIKA,BAIK,WILAYAH 01
3733,POLITEKNIK KESEHATAN TNI AU ADISUTJIPTO,BAIK,WILAYAH 05
3734,STIKOM TUNAS BANGSA,BAIK,WILAYAH 01
3735,SEKOLAH TINGGI ILMU EKONOMI TRISNA NEGARA,BAIK,WILAYAH 02
3736,SEKOLAH TINGGI ILMU EKONOMI DWIMULYA,BAIK,WILAYAH 04
3737,SEKOLAH TINGGI ILMU EKONOMI RIAU,BAIK,WILAYAH 17
3738,INSTITUT AGAMA ISLAM TARBIYATUT THOLABAH LAMONGAN JAWA TIMUR,BAIK,WILAYAH PTAS
3739,POLITEKNIK KEUANGAN NEGARA STAN,BAIK SEKALI,WILAYAH PTKL
3740,UNIVERSITAS PGRI MAHADEWA INDONESIA,B,WILAYAH 08
3743,STIT AT-TAQWA CIPARAY BANDUNG,BAIK,WILAYAH PTAS
3744,SEKOLAH TINGGI PENDIDIKAN ISLAM BINA INSAN MULIA YOGYAKARTA,BAIK,WILAYAH PTAS
3745,AKADEMI KEPERAWATAN METUARI WAYA MANADO,BAIK,WILAYAH 16
3747,AKADEMI KEPERAWATAN KESDAM ISKANDAR MUDA BANDA ACEH,BAIK,WILAYAH 13
3748,STKIP SEBELAS APRIL,BAIK,WILAYAH 04
3749,UNIVERSITAS ALKHAIRAAT,BAIK,WILAYAH 16
3750,STT EKUMENE JAKARTA,BAIK,WILAYAH PTAS
3751,SEKOLAH TINGGI AGAMA BUDDHA MAHA PRAJNA JAKARTA,BAIK,WILAYAH PTAS
3752,"STAI AL-KAMAL SARANG REMBANG, JAWA TENGAH",BAIK,WILAYAH PTAS
3753,INSTITUT AGAMA ISLAM AL-KHOZINY,BAIK,WILAYAH PTAS
3754,STAI AL-MA`ARIF CIAMIS,BAIK,WILAYAH PTAS
3755,STAI CENDEKIA INSANI SITUBONDO,BAIK,WILAYAH PTAS
3756,"STAI YAMRA MERAUKE, PAPUA",BAIK,WILAYAH PTAS
3757,STKIP PANGERAN DHARMA KUSUMA SEGERAN JUNTINYUAT INDRAMAYU,BAIK SEKALI,WILAYAH 04
3758,STIT ISLAMIYAH KARYA PEMBANGUNAN PARON NGAWI,BAIK,WILAYAH PTAS
3759,SEKOLAH TINGGI ILMU TARBIYAH AL BUKHARY LABUHAN BATU,BAIK,WILAYAH PTAS
3760,UNIVERSITAS MUHAMMADIYAH BANJARMASIN,BAIK SEKALI,WILAYAH 11
3761,POLITEKNIK LPP YOGYAKARTA,BAIK SEKALI,WILAYAH 05
3762,POLITEKNIK HASNUR,BAIK,WILAYAH 11
3763,INSTITUT TEKNOLOGI SUMATERA,BAIK,WILAYAH PTN
3764,SEKOLAH TINGGI ILMU EKONOMI SAMPIT,BAIK,WILAYAH 11
3765,STAI TASIKMALAYA,BAIK,WILAYAH PTAS
3766,STIT AL-URWATUL WUTSQO JOMBANG,BAIK,WILAYAH PTAS
3767,"STAI SAMORA PEMATANG SIANTAR, SUMATERA UTARA",BAIK,WILAYAH PTAS
3768,STIT MADINA SRAGEN,BAIK,WILAYAH PTAS
3769,INSTITUT KEISLAMAN ABDULLAH FAQIH MANYAR GRESIK,BAIK SEKALI,WILAYAH PTAS
3770,SEKOLAH TINGGI ILMU KESEHATAN SYEDZA SAINTIKA,B,WILAYAH 10
3772,ASM MARSUDIRINI SANTA MARIA,BAIK,WILAYAH 05
3773,"SEKOLAH TINGGI AGAMA ISLAM KHOZINATUL ULUM, BLORA, JAWA TENGAH",BAIK,WILAYAH PTAS
3774,INSTITUT AGAMA ISLAM NAHDLATUL ULAMA KEBUMEN,BAIK,WILAYAH PTAS
3775,UNIVERSITAS HEIN NAMOTEMO,BAIK,WILAYAH 12
