parent_institution_name,prodi_name,jenjang,wilayah,no_sk,tahun_sk,akreditasi_prodi,tanggal_kadaluarsa
Sekolah Tinggi Ilmu Ekonomi Indocakti,Akuntansi,S1,07,6996/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-03-23
STIT Islamiyah Karya Pembangunan Paron Ngawi,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAS,6898/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-03-02
Sekolah Tinggi Ilmu Ekonomi Jambi,Akuntansi,S1,10,6997/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-02-13
Sekolah Tinggi Teologi Internasional Harvest,Kepemimpinan Kristen,S2,PTAS,6948/SK/BAN-PT/Ak.KP/M/X/2022,2022,Baik,2026-02-05
Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,6899/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-01-26
Universitas Muhammadiyah Sorong,Manajemen,S1,14,7040/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-09-30
Universitas Buddhi Dharma,Sistem Informasi,S1,04,6992/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-12-21
Sekolah Tinggi Ilmu Ekonomi Dharma Putra,Akuntansi,S2,06,6841/SK/BAN-PT/Ak.KP/M/X/2022,2022,Baik,2026-12-21
Politeknik ST. Wilhelmus,Nutrisi Dan Makanan Ternak,D-III,15,6834/SK/BAN-PT/Ak.KP/D3/X/2022,2022,Baik,2027-03-22
Universitas Kristen Palangkaraya,Peternakan,S1,11,6835/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2027-03-22
Universitas Sembilanbelas November Kolaka,Teknik Pertambangan,S1,PTN,6947/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2027-03-22
Universitas Insan Cendekia Mandiri,Agroteknologi,S1,04,6894/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2027-01-27
Universitas Pradita,Sistem Informasi,S1,03,6836/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2027-01-27
Universitas Insan Cendekia Mandiri,Agribisnis,S1,04,6837/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2027-01-11
Institut Sains Dan Teknologi Nasional Jakarta,Sistem Informasi,S1,03,6991/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2027-01-11
Sekolah Tinggi Agama Islam Syarif Muhammad Raha,Pendidikan Agama Islam,S1,PTAS,6839/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2027-01-11
Universitas Pandanaran,Arsitektur,S1,06,6895/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2027-01-11
Sekolah Tinggi Ilmu Komputer Poltek Cirebon,Manajemen Informatika,D-III,04,6840/SK/BAN-PT/Ak.KP/D3/X/2022,2022,Baik,2026-12-28
Universitas Respati Yogyakarta,Teknik Elektro,S1,05,6896/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-12-28
Politeknik LP3I Jakarta,Administrasi Bisnis Internasional,D-IV,03,6900/SK/BAN-PT/Ak.KP/STr/X/2022,2022,Baik,2026-01-12
Institut Agama Islam Bunga Bangsa Cirebon,Bimbingan Dan Konseling Pendidikan Islam,S1,PTAS,6902/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-12-16
Universitas Muhammadiyah Maluku Utara,Matematika,S1,12,7065/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-10-06
Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung,Akuntansi Syariah,S1,PTAN,6901/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-12-08
Institut Agama Islam (IAI) Al-Khoziny,Pendidikan Agama Islam,S1,PTAS,6844/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-12-08
STMIK Dumai,Sistem Informasi,S1,10,6903/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-12-01
Sekolah Tinggi Agama Islam Muhammadiyah Tulungagung,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAS,7003/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-11-29
STAI Sunan Pandanaran Yogyakarta,Komunikasi Dan Penyiaran Islam,S1,PTAS,6949/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-11-11
Politeknik Negeri Sambas,Agroindustri Pangan,D-IV,PTN,6999/SK/BAN-PT/Ak.KP/STr/X/2022,2022,Baik,2025-11-10
Universitas Iskandar Muda,Perbankan Syariah,S1,13,6846/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-10-27
Institut Ilmu Al Qur'an An-Nur Yogyakarta,Ilmu Hadis,S1,PTAS,6847/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-10-27
STKIP Andi Mattappa,Pendidikan Guru Sekolah Dasar,S1,09,6848/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-10-20
Universitas Jakarta,Arsitektur,S1,03,6905/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-10-13
Universitas Islam Negeri Salatiga,Pendidikan Bahasa Arab,S1,PTAN,6806/SK/BAN-PT/Ak-PNB/S/X/2022,2022,B,2026-01-22
Universitas Islam Negeri Mahmud Yunus Batusangkar,Psikologi Islam,S1,PTAN,7026/SK/BAN-PT/Ak-PNB/S/X/2022,2022,Baik,2026-12-28
Universitas Islam Negeri Mahmud Yunus Batusangkar,Pengembangan Masyarakat Islam,S1,PTAN,7034/SK/BAN-PT/Ak-PNB/S/X/2022,2022,Baik,2026-08-24
Universitas Islam Negeri Mahmud Yunus Batusangkar,Pemikiran Politik Islam,S1,PTAN,7025/SK/BAN-PT/Ak-PNB/S/X/2022,2022,Baik,2026-11-23
Universitas Islam Negeri Mahmud Yunus Batusangkar,Pariwisata Syariah,S1,PTAN,7027/SK/BAN-PT/Ak-PNB/S/X/2022,2022,Baik,2026-04-13
Universitas Islam Negeri Mahmud Yunus Batusangkar,Komunikasi Dan Penyiaran Islam,S1,PTAN,7012/SK/BAN-PT/Ak-PNB/S/X/2022,2022,B,2026-03-30
Universitas Islam Negeri Mahmud Yunus Batusangkar,Ilmu Perpustakaan Dan Informasi Islam,S1,PTAN,7017/SK/BAN-PT/Ak-PNB/S/X/2022,2022,B,2026-02-09
Universitas Pejuang Republik Indonesia,Ilmu Komunikasi,S1,09,6833/SK/BAN-PT/Ak.Ppj/S/X/2022,2022,Baik,2027-10-18
Universitas Islam Negeri Mahmud Yunus Batusangkar,Hukum Keluarga (Ahwal Al-Syakhshiyyah),S2,PTAN,7014/SK/BAN-PT/Ak-PNB/M/X/2022,2022,B,2026-01-05
Universitas Islam Negeri Mahmud Yunus Batusangkar,Hukum Ekonomi Syariah,S2,PTAN,7018/SK/BAN-PT/Ak-PNB/M/X/2022,2022,B,2025-12-30
Universitas Islam Negeri Salatiga,Ilmu Hadis,S1,PTAN,6813/SK/BAN-PT/Ak-PNB/S/X/2022,2022,B,2026-03-17
Universitas Islam Negeri Salatiga,Bahasa Dan Sastra Arab,S1,PTAN,6808/SK/BAN-PT/Ak-PNB/S/X/2022,2022,B,2026-01-05
Universitas Islam Negeri Salatiga,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,6795/SK/BAN-PT/Ak-PNB/S/X/2022,2022,A,2026-10-21
Universitas Islam Negeri Mahmud Yunus Batusangkar,Manajemen Informatika,D-III,PTAN,7022/SK/BAN-PT/Ak-PNB/D3/X/2022,2022,B,2025-12-15
Universitas Islam Negeri Salatiga,Ekonomi Syariah,S2,PTAN,6805/SK/BAN-PT/Ak-PNB/M/X/2022,2022,B,2026-03-30
Universitas Islam Negeri Salatiga,Sejarah Peradaban Islam,S1,PTAN,6802/SK/BAN-PT/Ak-PNB/S/X/2022,2022,A,2026-03-09
Universitas Islam Negeri Salatiga,Perbankan Syariah,S1,PTAN,6799/SK/BAN-PT/Ak-PNB/S/X/2022,2022,A,2025-11-01
Sekolah Tinggi Manajemen Ipmi,Administrasi Bisnis,S2,03,6792/SK/BAN-PT/Ak.KP/M/X/2022,2022,Baik Sekali,2026-10-14
Universitas Muhammadiyah Bandung,Teknik Informatika,S1,04,6791/SK/BAN-PT/Ak/S/X/2022,2022,Baik,2027-10-05
Institut Teknologi Dan Bisnis STIKOM Bali,Bisnis Digital,S1,08,6794/SK/BAN-PT/Ak/S/X/2022,2022,Baik,2027-10-05
Sekolah Tinggi Teologi Happy Family,Teologi (Akademik),S1,PTAS,8975/SK/BAN-PT/Ak.KP/S/XI/2022,2022,Baik,-
Universitas Bina Sarana Informatika,Sistem Informasi Kampus Kota Tasikmalaya,D-III,03,100/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-18
"AKADEMI KEBIDANAN DHARMA HUSADA KEDIRI, KEDIRI",KEBIDANAN,D-III,07,0813/LAM-PTKes/Akr/Dip/IX/2022,2022,Baik,2027-09-29
"AKADEMI KEBIDANAN KERIS HUSADA, JAKARTA",KEBIDANAN,D-III,03,0811/LAM-PTKes/Akr/Dip/IX/2022,2022,Baik Sekali,2027-09-29
"INSTITUT ILMU KESEHATAN DAN TEKNOLOGI MUHAMMADIYAH PALEMBANG, PALEMBANG",TEKNOLOGI LABORATORIUM MEDIS,D-IV,02,0838/LAM-PTKes/Akr/Dip/IX/2022,2022,Baik Sekali,2027-09-29
"INSTITUT ILMU KESEHATAN STRADA INDONESIA, KEDIRI",ADMINISTRASI RUMAH SAKIT,S1,07,0827/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik,2027-09-29
"INSTITUT ILMU KESEHATAN STRADA INDONESIA, KEDIRI",KEPERAWATAN,S2,07,0792/LAM-PTKes/Akr/Mag/IX/2022,2022,Baik Sekali,2027-09-29
"INSTITUT KESEHATAN DAN TEKNOLOGI GRAHA MEDIKA, KOTAMOBAGU",KESEHATAN MASYARAKAT,S1,16,0825/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik,2027-09-29
"INSTITUT KESEHATAN DELI HUSADA DELI TUA, DELI SERDANG",KEBIDANAN,D-III,01,0006/LAM-PTKes/Akr.Bd/Dip/IX/2022,2022,Unggul,2027-09-29
"INSTITUT TEKNOLOGI KESEHATAN CENDEKIA UTAMA KUDUS, KUDUS",KEPERAWATAN,D-III,06,0166/LAM-PTKes/Akr/Dip/Khs/V/2021,2021,Baik Sekali,2026-05-26
"INSTITUT TEKNOLOGI KESEHATAN CENDEKIA UTAMA KUDUS, KUDUS",KESEHATAN MASYARAKAT,S1,06,0529/LAM-PTKes/Akr/Sar/Khs/XI/2021,2021,Baik Sekali,2026-11-25
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN DENPASAR, DENPASAR",PENDIDIKAN PROFESI BIDAN,Profesi,PTKL,0808/LAM-PTKes/Akr/Pro/IX/2022,2022,Unggul,2027-09-29
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN DENPASAR, DENPASAR",KEBIDANAN,D-IV,PTKL,0807/LAM-PTKes/Akr/Dip/IX/2022,2022,Unggul,2027-09-29
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN KALIMANTAN TIMUR, SAMARINDA",TEKNOLOGI LABORATORIUM MEDIS,D-III,PTKL,0839/LAM-PTKes/Akr/Dip/IX/2022,2022,Unggul,2027-09-29
"POLITEKNIK KESEHATAN PERMATA INDONESIA YOGYAKARTA, YOGYAKARTA",REKAM MEDIS DAN INFORMASI KESEHATAN,D-III,05,0833/LAM-PTKes/Akr/Dip/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU FARMASI NUSAPUTERA, SEMARANG",FARMASI,S1,06,0819/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik,2027-09-29
"SEKOLAH TINGGI ILMU FARMASI YAYASAN PHARMASI, SEMARANG",FARMASI,S1,06,0815/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU FARMASI YAYASAN PHARMASI, SEMARANG",APOTEKER,Profesi,06,0816/LAM-PTKes/Akr/Pro/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN BAITURRAHIM, JAMBI",ILMU KEPERAWATAN,S1,10,0803/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN BAITURRAHIM, JAMBI",NERS,Profesi,10,0804/LAM-PTKes/Akr/Pro/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN BOGOR HUSADA, BOGOR",FARMASI,S1,04,0844/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik,2026-12-23
"SEKOLAH TINGGI ILMU KESEHATAN CIANJUR, CIANJUR",KEBIDANAN,D-III,04,0234/LAM-PTKes/Akr/Dip/Khs/VI/2021,2021,Baik Sekali,2026-06-24
"SEKOLAH TINGGI ILMU KESEHATAN DHARMA HUSADA, BANDUNG",OPTOMETRI,D-III,04,0787/LAM-PTKes/Akr/Dip/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN HAFSHAWATY PESANTREN ZAINUL HASAN, PROBOLINGGO",PENDIDIKAN PROFESI BIDAN,Profesi,07,0810/LAM-PTKes/Akr/Pro/IX/2022,2022,Baik,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN HAFSHAWATY PESANTREN ZAINUL HASAN, PROBOLINGGO",NERS,Profesi,07,0796/LAM-PTKes/Akr/Pro/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN HAFSHAWATY PESANTREN ZAINUL HASAN, PROBOLINGGO",ILMU KEPERAWATAN,S1,07,0795/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN HAFSHAWATY PESANTREN ZAINUL HASAN, PROBOLINGGO",KEBIDANAN,S1,07,0809/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN HORIZON KARAWANG, KARAWANG",ILMU KEPERAWATAN,S1,04,0799/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN HORIZON KARAWANG, KARAWANG",NERS,Profesi,04,0800/LAM-PTKes/Akr/Pro/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN HUTAMA ABDI HUSADA TULUNGAGUNG, TULUNGAGUNG",PENDIDIKAN PROFESI NERS,Profesi,07,0794/LAM-PTKes/Akr/Pro/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN HUTAMA ABDI HUSADA TULUNGAGUNG, TULUNGAGUNG",ILMU KEPERAWATAN,S1,07,0793/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN KHAS KEMPEK, CIREBON",FARMASI,S1,04,0821/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN SINT CAROLUS, JAKARTA",ILMU GIZI,S1,03,0836/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"SEKOLAH TINGGI ILMU KESEHATAN YAYASAN RS DR. SOETOMO, SURABAYA",ADMINISTRASI RUMAH SAKIT,S1,07,0830/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"STIKES PRIMA INDONESIA, BEKASI",KEBIDANAN,D-III,04,0812/LAM-PTKes/Akr/Dip/IX/2022,2022,Baik Sekali,2027-09-29
"UNIVERSITAS AIRLANGGA, SURABAYA",KEDOKTERAN JIWA,Spesialis,PTN,0786/LAM-PTKes/Akr/Spe/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS AL-IRSYAD CILACAP, CILACAP",FISIOTERAPI,D-III,06,0791/LAM-PTKes/Akr/Dip/IX/2022,2022,Baik Sekali,2027-09-29
"UNIVERSITAS AUFA ROYHAN, PADANG SIDEMPUAN",PENDIDIKAN PROFESI BIDAN,Profesi,01,0806/LAM-PTKes/Akr/Pro/IX/2022,2022,Baik,2027-09-29
"UNIVERSITAS AUFA ROYHAN, PADANG SIDEMPUAN",KEBIDANAN,S1,01,0805/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik,2027-09-29
"UNIVERSITAS BHAKTI KENCANA, BANDUNG",KESEHATAN MASYARAKAT,S1,04,0829/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"UNIVERSITAS DIAN NUSWANTORO, SEMARANG",REKAM MEDIK DAN INFORMASI KESEHATAN,D-III,06,0832/LAM-PTKes/Akr/Dip/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS GADJAH MADA, YOGYAKARTA",ILMU KESEHATAN MATA,Spesialis,PTN,0783/LAM-PTKes/Akr/Spe/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS GADJAH MADA, YOGYAKARTA",ILMU KEDOKTERAN JIWA,Spesialis,PTN,0782/LAM-PTKes/Akr/Spe/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS GADJAH MADA, YOGYAKARTA",KEDOKTERAN GIGI ANAK,Spesialis,PTN,0788/LAM-PTKes/Akr/Spe/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS KADER BANGSA, PALEMBANG",PENDIDIKAN PROFESI NERS,Profesi,02,0798/LAM-PTKes/Akr/Pro/IX/2022,2022,Baik,2027-09-29
"UNIVERSITAS KADER BANGSA, PALEMBANG",ILMU KEPERAWATAN,S1,02,0797/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik,2027-09-29
"UNIVERSITAS KATOLIK MUSI CHARITAS, PALEMBANG",KEBIDANAN,D-III,02,0814/LAM-PTKes/Akr/Dip/IX/2022,2022,Baik Sekali,2027-09-29
"UNIVERSITAS LAMBUNG MANGKURAT, BANJARMASIN",KESEHATAN MASYARAKAT,S1,PTN,0826/LAM-PTKes/Akr/Sar/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS MUHAMMADIYAH ACEH, BANDA ACEH",KESEHATAN MASYARAKAT,S1,13,0831/LAM-PTKes/Akr/Sar/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS MUHAMMADIYAH BANJARMASIN, BANJARMASIN",FARMASI,S1,11,0822/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"UNIVERSITAS MUHAMMADIYAH GOMBONG, KEBUMEN",FARMASI,S1,06,0823/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"UNIVERSITAS MUHAMMADIYAH JAKARTA, JAKARTA",KESEHATAN MASYARAKAT,S1,03,0828/LAM-PTKes/Akr/Sar/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS MUSLIM INDONESIA, MAKASSAR",APOTEKER,Profesi,09,0818/LAM-PTKes/Akr/Pro/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS MUSLIM INDONESIA, MAKASSAR",FARMASI,S1,09,0817/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"UNIVERSITAS NAHDLATUL ULAMA SURABAYA, SURABAYA",GIZI,S1,07,0835/LAM-PTKes/Akr/Sar/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS NUSA CENDANA, KUPANG",KEDOKTERAN HEWAN,S1,PTN,0789/LAM-PTKes/Akr/Sar/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS NUSA CENDANA, KUPANG",PENDIDIKAN PROFESI DOKTER HEWAN,Profesi,PTN,0790/LAM-PTKes/Akr/Pro/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS PADJADJARAN, BANDUNG",ILMU ANESTESI,Spesialis,PTN,0785/LAM-PTKes/Akr/Spe/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAKARTA, JAKARTA",PENDIDIKAN DOKTER,S1,PTN,0840/LAM-PTKes/Akr/Sar/IX/2022,2022,Unggul,2026-09-23
"UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAKARTA, JAKARTA",DOKTER,Profesi,PTN,0841/LAM-PTKes/Akr/Pro/IX/2022,2022,Unggul,2026-09-23
"UNIVERSITAS PGRI YOGYAKARTA, YOGYAKARTA",FARMASI,S1,05,0820/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik,2027-09-29
"UNIVERSITAS RESPATI YOGYAKARTA, YOGYAKARTA",GIZI,S1,05,0834/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik Sekali,2027-09-29
"UNIVERSITAS SAM RATULANGI, MANADO",ILMU PENYAKIT DALAM,Spesialis,PTN,0784/LAM-PTKes/Akr/Spe/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS SRIWIJAYA, PALEMBANG",ILMU KESEHATAN ANAK,Spesialis,PTN,0781/LAM-PTKes/Akr/Spe/IX/2022,2022,Unggul,2027-09-29
"UNIVERSITAS SULTAN AGENG TIRTAYASA, SERANG",PENDIDIKAN PROFESI DOKTER,Profesi,PTN,0843/LAM-PTKes/Akr/Pro/IX/2022,2022,Baik,2026-10-14
"UNIVERSITAS SULTAN AGENG TIRTAYASA, SERANG",KEDOKTERAN,S1,PTN,0842/LAM-PTKes/Akr/Sar/IX/2022,2022,Baik,2026-10-14
Sekolah Tinggi Teologi Syalom Nias,Pendidikan Agama Kristen,S1,PTAS,7224/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-10-21
Universitas Islam Majapahit,Teknik Mesin,S1,07,7308/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-10-21
STKIP Ahlussunnah,Pendidikan Pancasila Dan Kewarganegaraan,S1,10,7170/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-09-30
Universitas Bina Taruna Gorontalo,Arsitektur,S1,16,7309/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-06-18
Universitas Islam 45,Ilmu Pemerintahan,S2,04,7310/SK/BAN-PT/Ak.KP/M/X/2022,2022,Baik,2026-05-05
STIT Islamiyah Karya Pembangunan Paron Ngawi,Pendidikan Islam Anak Usia Dini,S1,PTAS,7146/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-04-14
Institut Agama Islam Sunan Giri (INSURI) Ponorogo,Pendidikan Islam Anak Usia Dini,S1,PTAS,7172/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-04-14
Universitas Al Asyariah Mandar,Sistem Informasi,S1,09,7225/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-03-16
"STAI Walisembilan Semarang (SETIAWS), Jawa Tengah",Komunikasi Dan Penyiaran Islam,S1,PTAS,7311/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-03-06
Sekolah Tinggi Ilmu Maritim AMI,Nautika,D-III,03,7312/SK/BAN-PT/Ak.KP/D3/X/2022,2022,Baik,2026-03-06
STAI Ki Ageng Pekalongan,Ekonomi Syariah,S1,PTAS,7226/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-02-23
Institut Agama Islam (IAI) Al-Azhaar Lubuklinggau,Ekonomi Syariah,S1,PTAS,7173/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-02-10
Sekolah Tinggi Ilmu Ekonomi Pariwisata Manado,Manajemen,S1,16,7174/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-01-12
Universitas Mahaputra Muhammad Yamin,Pendidikan Matematika,S1,10,7307/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2027-01-27
Universitas Sembilanbelas November Kolaka,Pendidikan Matematika,S1,PTN,7171/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2027-03-22
Universitas Khairun,Ilmu Sejarah,S1,PTN,7122/SK/BAN-PT/Ak.Ppj/S/X/2022,2022,B,2027-10-25
Universitas Hasanuddin,Ilmu  Dan Teknologi Pangan,S1,PTN,7121/SK/BAN-PT/Ak.Ppj/S/X/2022,2022,Unggul,2027-10-25
