institution_code,institution_name,akreditasi_institusi,no_sk,tahun_sk,wilayah,tanggal_kadaluarsa
banpt-185,Universitas Dharma Andalas,Baik Sekali,2672/SK/BAN-PT/Ak/PT/IX/2025,2025,10,2030-09-02
banpt-186,Institut Agama Islam An-Nawawi Purworejo,Baik Sekali,2667/SK/BAN-PT/Ak/PT/IX/2025,2025,PTAS,2030-09-02
banpt-187,Institut Agama Islam Pagaralam,Baik,2675/SK/BAN-PT/Ak-PNB/PT/IX/2025,2025,PTAS,2026-09-24
banpt-188,Institut Miftahul Huda Al-Azhar Kota Banjar,Baik,2676/SK/BAN-PT/Ak-PNB/PT/IX/2025,2025,PTAS,2029-08-19
banpt-189,Institut Madani Nusantara,Baik,2677/SK/BAN-PT/Ak-PNB/PT/IX/2025,2025,PTAS,2027-01-21
banpt-190,Universitas Islam Darud Da`wah Wal-Irsyad A.G.H. Abdurrahman Ambo Dalle,Baik,2678/SK/BAN-PT/Ak-PNB/PT/IX/2025,2025,PTAS,2026-06-29
banpt-191,Universitas Sunan Drajat Lamongan,Baik,2679/SK/BAN-PT/Ak-PNB/PT/IX/2025,2025,PTAS,2026-05-18
banpt-192,Universitas Waskita Dharma,Baik,2681/SK/BAN-PT/Ak-PNB/PT/IX/2025,2025,07,2030-08-09
banpt-193,Sekolah Tinggi Ilmu Al-Qur'an Al-Lathifiyyah Palembang Sumatera Selatan,Baik,2682/SK/BAN-PT/Ak.P/PT/IX/2025,2025,PTAS,2027-09-02
banpt-194,Akademi Keperawatan Giri Satria Husada,Baik,2683/SK/BAN-PT/Ak.Ppj/PT/IX/2025,2025,06,2030-07-12
banpt-195,Sekolah Tinggi Agama Kristen Protestan Negeri (STAKPN) Sentani,Baik,2684/SK/BAN-PT/Ak.S/PT/IX/2025,2025,PTAN,9999-01-01
banpt-196,STAI Nurul Huda Kapongan Situbondo,Baik,2685/SK/BAN-PT/Ak.S/PT/IX/2025,2025,PTAS,9999-01-01
banpt-197,Universitas Pekalongan,Unggul,2687/SK/BAN-PT/Ak/PT/IX/2025,2025,06,2030-09-02
banpt-198,Universitas PGRI Semarang,Unggul,2671/SK/BAN-PT/Ak/PT/IX/2025,2025,06,2030-09-02
banpt-199,Sekolah Tinggi Ilmu Tarbiyah Buntet  Pesantren Cirebon Jawa Barat,Baik Sekali,2666/SK/BAN-PT/Ak/PT/IX/2025,2025,PTAS,2030-09-02
banpt-200,Universitas Dharma Indonesia,Baik,2582/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,04,2029-02-21
banpt-201,Universitas Islam Internasional Indonesia,Baik Sekali,2558/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAN,2030-08-13
banpt-202,Sekolah Tinggi Agama Islam KH Badruzzaman,Baik,2567/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-13
banpt-203,"STAI Al-Mas`udiyah, Sukabumi",Baik,2574/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-13
banpt-204,Sekolah Tinggi Agama Islam Al-Bahjah Cirebon,Baik,2557/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-13
banpt-205,Sekolah Tinggi Agama Islam Sidogiri Pasuruan,Baik,2566/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-13
banpt-206,Universitas Muhammadiyah Bengkulu,Unggul,2559/SK/BAN-PT/Ak/PT/VIII/2025,2025,02,2030-08-13
banpt-207,Politeknik Negeri Tanah Laut,Baik Sekali,2556/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTN,2030-08-13
banpt-208,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,Baik Sekali,2565/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAN,2030-08-13
banpt-209,Universitas Baiturrahim,Baik Sekali,2554/SK/BAN-PT/Ak/PT/VIII/2025,2025,10,2030-08-13
banpt-210,Sekolah Tinggi Agama Islam Negeri Sultan Abdurrahman Kepulauan Riau,Baik Sekali,2555/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAN,2030-08-13
banpt-211,Sekolah Tinggi Ekonomi Islam Permata Bojonegoro,Baik,2568/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-13
banpt-212,Sekolah Tinggi Agama Buddha Samantabadra - NSI,Baik,2569/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-13
banpt-213,Sekolah Tinggi Agama Islam Nurul Abror Al-Robbaniyin,Baik,2560/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-13
banpt-214,Akademi Perhotelan Tunas Indonesia,Baik,2564/SK/BAN-PT/Ak/PT/VIII/2025,2025,04,2030-08-13
banpt-215,STAI Al-Musaddadiyah Garut,Baik Sekali,2563/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-13
banpt-216,Sekolah Tinggi Ilmu Kesehatan Baitul Hikmah,Baik,2573/SK/BAN-PT/Ak/PT/VIII/2025,2025,02,2030-08-13
banpt-217,Universitas Nias,Baik,2572/SK/BAN-PT/Ak/PT/VIII/2025,2025,01,2030-08-13
banpt-218,Institut Teknologi dan Bisnis Pelita Raya,Baik,2553/SK/BAN-PT/Ak/PT/VIII/2025,2025,10,2030-08-13
banpt-219,Politeknik Tunas Garuda,Baik,2562/SK/BAN-PT/Ak/PT/VIII/2025,2025,02,2030-08-13
banpt-220,Akademi Farmasi YPF,Baik,2571/SK/BAN-PT/Ak/PT/VIII/2025,2025,04,2030-08-13
banpt-221,Akademi Sekretaris Dan Manajemen Kencana Bandung,Baik Sekali,2561/SK/BAN-PT/Ak/PT/VIII/2025,2025,04,2030-08-13
banpt-222,STT LEVINUS RUMASEB SENTANI,Baik,2570/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-13
banpt-223,Universitas Lintas Internasional Indonesia,Baik Sekali,2552/SK/BAN-PT/Ak/PT/VIII/2025,2025,04,2030-08-13
banpt-224,Sekolah Tinggi Ilmu Kesehatan Nani Hasanuddin,B,2550/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,09,2030-05-17
banpt-225,Universitas Metamedia,B,2549/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,10,2030-06-24
banpt-226,Universitas Abdurachman Saleh Situbondo,B,2548/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,07,2030-07-12
banpt-227,Institut Agama Islam Nahdlatul Ulama Bangil,Baik,2579/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,PTAS,9999-01-01
banpt-228,STIT Muhammadiyah Aceh Barat Daya,Baik,2577/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,PTAS,9999-01-01
banpt-229,Institut Agama Islam K.H. Sufyan Tsauri Majenang,Baik,2576/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,PTAS,9999-01-01
banpt-230,"STAI Kharisma Cicurug, Sukabumi",Baik,2575/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,PTAS,9999-01-01
banpt-231,Universitas Jember,Unggul,2551/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,PTN,2030-07-06
banpt-232,Sekolah Tinggi llmu Ekonomi Pangeran Antasari,Baik,2581/SK/BAN-PT/Ak/PT/VIII/2025,2025,01,2030-08-13
banpt-233,Sekolah Tinggi Ilmu Ekonomi Bentara Persada Batam,Baik,2547/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,17,9999-01-01
banpt-234,Politeknik Arutala Johana Hendarto,Baik,2540/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,03,2026-11-12
banpt-235,Sekolah Tinggi Agama Islam Al-Ruzhan,Baik,2519/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-236,Universitas Muhammadiyah Palembang,Unggul,2533/SK/BAN-PT/Ak/PT/VIII/2025,2025,02,2030-08-05
banpt-237,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Al-Hamidy Pamekasan,Baik,2516/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-238,Universitas Islam Al-Aziziyah Indonesia,Baik Sekali,2513/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-239,Sekolah Tinggi Agama Islam Al-Hidayat,Baik,2517/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-240,Institut Nahdlatul Ulama Ciamis,Baik,2520/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-241,Institut Agama Islam YPBWI,Baik,2515/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,PTAS,2026-09-17
banpt-242,Institut Media Digital Emtek,Baik,2539/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,03,2026-06-02
banpt-243,Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia,Unggul,2511/SK/BAN-PT/Ak/PT/VIII/2025,2025,03,2030-08-05
banpt-244,Sekolah Tinggi Agama Islam Nurul Islam Mojokerto,Baik,2518/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-245,Universitas Mohammad Natsir Bukittinggi,Baik Sekali,2512/SK/BAN-PT/Ak/PT/VIII/2025,2025,10,2030-08-05
banpt-246,Universitas Cendekia Abditama,Baik,2500/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,04,2030-04-12
banpt-247,STIKES Bhakti Husada Mulia,Baik,2499/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,07,2030-05-11
banpt-248,Institut Bisnis dan Keuangan Nitro,B,2494/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,09,2030-04-12
banpt-249,Institut Agama Islam Rokan,Baik,2498/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,PTAS,2030-05-17
banpt-250,Sekolah Tinggi Teologi Sangkakala,Baik,2495/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,PTAS,2030-07-12
banpt-251,Institut Kesehatan Mitra Bunda,B,2490/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,17,2030-07-12
banpt-252,Poltekkes Kemenkes Manado,B,2493/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,PTKL,2030-05-11
banpt-253,Universitas Islam Kebangsaan Indonesia,Baik,2497/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,13,2030-05-17
banpt-254,Universitas Bhayangkara Surabaya,B,2492/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,07,2030-05-17
banpt-255,Universitas Dirgantara Marsekal Suryadarma,B,2503/SK/BAN-PT/Ak.S/PT/VII/2025,2025,03,9999-01-01
banpt-256,Universitas Islam Darul `ulum,Baik,2496/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,07,2030-05-17
banpt-257,Universitas Indonesia Membangun,B,2491/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,04,2030-07-12
banpt-258,Universitas Muhammadiyah Barru,B,2487/SK/BAN-PT/Ak-PNB/PT/VII/2025,2025,09,2029-04-10
banpt-259,Sekolah Tinggi Ilmu Kesehatan  ST. Elisabeth Keuskupan Maumere,Baik Sekali,2485/SK/BAN-PT/Ak-PNB/PT/VII/2025,2025,15,2028-12-12
banpt-260,Universitas Famika,Baik,2488/SK/BAN-PT/Ak-PNB/PT/VII/2025,2025,09,2029-10-19
banpt-261,Universitas Kepanjen,B,2486/SK/BAN-PT/Ak-PNB/PT/VII/2025,2025,07,2029-05-21
banpt-262,IKIP Widya Darma,Baik,2468/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,07,2030-05-11
banpt-263,Institut Sains Dan Teknologi Nasional,B,2471/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,03,2030-04-12
banpt-264,Akademi Kebidanan Dharma Praja Bondowoso,Baik,2477/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,07,2030-06-14
banpt-265,STAI Natuna,Baik,2474/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,PTAS,2030-06-24
banpt-266,Universitas Khairun,B,2458/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,PTN,2030-04-20
banpt-267,Universitas Islam Syarifuddin Lumajang,Baik Sekali,2423/SK/BAN-PT/Ak-PNB/PT/VI/2025,2025,PTAS,2029-03-13
banpt-268,Universitas Bhakti Husada Indonesia,B,2428/SK/BAN-PT/Ak-PNB/PT/VI/2025,2025,04,2027-10-18
banpt-269,Institut Teknologi dan Bisnis PGRI Dewantara Jombang,Baik Sekali,2656/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,07,2029-04-24
banpt-270,Institut Teknologi dan Bisnis Muhammadiyah Sarolangun,Baik,2649/SK/BAN-PT/Ak/PT/VIII/2025,2025,10,2030-08-27
banpt-271,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Aceh,Baik Sekali,2648/SK/BAN-PT/Ak/PT/VIII/2025,2025,13,2030-08-27
banpt-272,Institut Teknologi dan Bisnis Muhammadiyah Purbalingga,Baik,2650/SK/BAN-PT/Ak/PT/VIII/2025,2025,06,2030-08-27
banpt-273,STKIP Muhammadiyah Kalabahi,Baik Sekali,2646/SK/BAN-PT/Ak/PT/VIII/2025,2025,15,2030-08-27
banpt-274,Universitas Muhammadiyah Asahan,Baik,2651/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,01,2028-10-17
banpt-275,Universitas Bhakti Pertiwi Indonesia,Baik,2652/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,03,2026-12-15
banpt-276,Universitas An Nasher,Baik,2653/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,04,2025-12-22
banpt-277,Universitas Sapta Mandiri,Baik,2655/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,11,2026-08-18
banpt-278,Universitas Islam Aceh,B,2654/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,PTAS,2026-12-02
banpt-279,Universitas Saintek Muhammadiyah,Baik,2647/SK/BAN-PT/Ak/PT/VIII/2025,2025,03,2030-08-27
banpt-280,STIT Jembrana Bali,Baik,2643/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,PTAS,2030-06-29
banpt-281,Akademi Teknik Informatika Tunas Bangsa,Baik,2645/SK/BAN-PT/Ak/PT/VIII/2025,2025,03,2030-08-26
banpt-282,Universitas Patria Artha,Baik,2641/SK/BAN-PT/Ak/PT/VIII/2025,2025,09,2030-08-26
banpt-283,Akademi Keperawatan YPTK Solok,Baik,2640/SK/BAN-PT/Ak/PT/VIII/2025,2025,10,2030-08-26
banpt-284,Akademi Keperawatan Kesdam I/Bukit Barisan Binjai,Baik Sekali,2639/SK/BAN-PT/Ak/PT/VIII/2025,2025,01,2030-08-26
banpt-285,Universitas Boyolali,Baik Sekali,2638/SK/BAN-PT/Ak/PT/VIII/2025,2025,06,2030-08-26
banpt-286,Universitas Serelo Lahat,Baik Sekali,2637/SK/BAN-PT/Ak/PT/VIII/2025,2025,02,2030-08-26
banpt-287,STAI Diponegoro Tulungagung,Baik Sekali,2636/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-26
banpt-288,Politeknik Pariwisata Bali,Unggul,2634/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTKL,2030-08-26
banpt-289,Sekolah Tinggi Ilmu Ekonomi Bukit Zaitun Sorong,Baik,2635/SK/BAN-PT/Ak.P/PT/VIII/2025,2025,14,2027-08-26
banpt-290,"Sekolah Tinggi Ilmu Qur`an (STIQ) Amuntai, Kalimantan Selatan",Baik,2644/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,PTAS,2030-04-12
banpt-291,Sekolah Tinggi Teologi Injili Indonesia Samarinda,Baik,2642/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-26
banpt-292,Institut Jam`iyah Mahmudiyah Langkat,Baik,2630/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,PTAS,2030-08-08
banpt-293,Institut Teknologi dan Bisnis Dewantara,Baik,2629/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,04,2025-12-01
banpt-294,Universitas Aisyiyah Palembang,Baik,2628/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,02,2030-06-23
banpt-295,Universitas Darul Ma`arif,Baik,2631/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,04,2026-08-14
banpt-296,Sekolah Tinggi Ilmu Kesehatan Keris Husada,Baik,2632/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,03,2030-05-06
banpt-297,Universitas Advent Surya Nusantara,Baik,2627/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,01,2026-09-21
banpt-298,Universitas Surya,Baik,2599/SK/BAN-PT/Ak/PT/VIII/2025,2025,04,2030-08-19
banpt-299,STISIP Merdeka Manado,Baik,2590/SK/BAN-PT/Ak/PT/VIII/2025,2025,16,2030-08-19
banpt-300,Institut Sains dan Teknologi Muhammadiyah Tarakan,Baik,2589/SK/BAN-PT/Ak/PT/VIII/2025,2025,11,2030-08-19
banpt-301,Institut Teknologi dan Sains Nahdlatul Ulama Sriwijaya Sumatera Selatan,Baik,2588/SK/BAN-PT/Ak/PT/VIII/2025,2025,02,2030-08-19
banpt-302,Universitas Stikubank,Baik Sekali,2623/SK/BAN-PT/Ak.KP/PT/VIII/2025,2025,06,2026-08-05
banpt-303,Sekolah Tinggi Ilmu Hukum Asy-Syafi iyah Medan,Baik,2587/SK/BAN-PT/Ak/PT/VIII/2025,2025,01,2030-08-19
banpt-304,STAI Al-Mukhlisin Bogor,Baik,2586/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-19
banpt-305,Sekolah Tinggi Agama Islam Nurul Qadim,Baik,2585/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-19
banpt-306,Universitas Putera Batam,Baik Sekali,2584/SK/BAN-PT/Ak/PT/VIII/2025,2025,17,2030-08-19
banpt-307,Akademi Kuliner dan Patiseri Ottimmo Internasional,Baik Sekali,2583/SK/BAN-PT/Ak/PT/VIII/2025,2025,07,2030-08-19
banpt-308,Politeknik Nusantara Makassar,Baik,2605/SK/BAN-PT/Ak/PT/VIII/2025,2025,09,2030-08-19
banpt-309,Sekolah Tinggi Ilmu Kesehatan Columbia Asia,Baik,2591/SK/BAN-PT/Ak/PT/VIII/2025,2025,01,2030-08-19
banpt-310,Akademi Perniagaan dan Perusahaan APIPSU Medan,Baik,2598/SK/BAN-PT/Ak/PT/VIII/2025,2025,01,2030-08-19
banpt-311,Sekolah Tinggi Agama Islam Darussalam Kunir,Baik,2603/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-19
banpt-312,Sekolah Tinggi Ilmu Ekonomi Mars,Baik,2602/SK/BAN-PT/Ak/PT/VIII/2025,2025,01,2030-08-19
banpt-313,STIKES Estu Utomo,Baik Sekali,2597/SK/BAN-PT/Ak/PT/VIII/2025,2025,06,2030-08-19
banpt-314,Politeknik Cendrawasih Palu,Baik,2596/SK/BAN-PT/Ak/PT/VIII/2025,2025,16,2030-08-19
banpt-315,Sekolah Tinggi Agama Islam Tanbihul Ghofilin Banjarnegara,Baik,2595/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-19
banpt-316,Universitas Persatuan Islam,Baik Sekali,2594/SK/BAN-PT/Ak/PT/VIII/2025,2025,04,2030-08-19
banpt-317,Institut Teknologi Sains dan Bisnis Muhammadiyah Selayar,Baik,2593/SK/BAN-PT/Ak/PT/VIII/2025,2025,09,2030-08-19
banpt-318,Sekolah Tinggi Ilmu Kesehatan Jabal Ghafur,Baik,2592/SK/BAN-PT/Ak/PT/VIII/2025,2025,13,2030-08-19
banpt-319,Universitas Muhammadiyah Luwuk Banggai,Baik Sekali,2604/SK/BAN-PT/Ak/PT/VIII/2025,2025,16,2030-08-19
banpt-320,Politeknik Teknologi Kimia Industri Medan,Baik Sekali,2622/SK/BAN-PT/Ak.KP/PT/VIII/2025,2025,PTKL,2030-07-12
banpt-321,Universitas Amal Ilmiah Yapis Wamena,Baik,2613/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,14,9999-01-01
banpt-322,Universitas Islam Kh. Achmad Muzakki Syah,Baik,2626/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,PTAS,2027-05-10
banpt-323,Institut Agama Islam Darud Da`wah Wal Irsyad Mangkoso,Baik,2625/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,PTAS,2029-04-24
banpt-324,Universitas Deztron Indonesia,Baik,2624/SK/BAN-PT/Ak-PNB/PT/VIII/2025,2025,01,2027-08-16
banpt-325,STAI La Tansa Mashiro Rangkasbitung Lebak,Baik,2612/SK/BAN-PT/Ak.P/PT/VIII/2025,2025,PTAS,2027-08-19
banpt-326,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,Baik Sekali,2611/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,07,9999-01-01
banpt-327,Sekolah Tinggi Ilmu Ekonomi Kasih Bangsa,Baik,2610/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,03,9999-01-01
banpt-328,Institut Agama Kristen Negeri Manado,Baik,2609/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,PTAN,9999-01-01
banpt-329,Sekolah Tinggi Ilmu Administrasi Sandikta,Baik,2614/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,04,2030-07-06
banpt-330,Universitas Sembilanbelas November Kolaka,Baik Sekali,2601/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTN,2030-08-19
banpt-331,"Institut Teknologi, Sains, dan Kesehatan RS.DR. Soepraoen Kesdam V/BRW",Baik Sekali,2621/SK/BAN-PT/Ak.KP/PT/VIII/2025,2025,07,2029-04-17
banpt-332,Universitas Murni Teguh,Baik Sekali,2600/SK/BAN-PT/Ak/PT/VIII/2025,2025,01,2030-08-19
banpt-333,Universitas Jakarta Internasional,Baik Sekali,2620/SK/BAN-PT/Ak.KP/PT/VIII/2025,2025,03,2028-11-22
banpt-334,Universitas PGRI Delta,Baik Sekali,2619/SK/BAN-PT/Ak.KP/PT/VIII/2025,2025,07,2029-03-20
banpt-335,Universitas Nurul Jadid,Baik Sekali,2618/SK/BAN-PT/Ak.KP/PT/VIII/2025,2025,07,2029-04-17
banpt-336,"STAI PERTINU Padangsidimpuan, Sumatera Utara",Baik,2617/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,PTAS,2030-05-25
banpt-337,Universitas Veteran Bangun Nusantara,Baik Sekali,2616/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,06,2030-06-29
banpt-338,Universitas Al-Khairiyah,Baik,2615/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,04,2030-07-06
banpt-339,"STAI YPK Imam Bonjol Padang Panjang, Sumatera Barat",Baik,2608/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,PTAS,9999-01-01
banpt-340,Sekolah Tinggi Agama Islam Majma'al Bahroin,Baik,2535/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-341,"STAI Al-Azhary Mamuju, Sulawesi Barat",Baik,2533/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-342,Sekolah Tinggi Teologi Makedonia Ngabang,Baik,2532/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-343,Sekolah Tinggi Agama Islam Az-Zain Sampang,Baik,2531/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-344,Sekolah Tinggi Agama Islam Al-Muntahy,Baik,2530/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-345,Sekolah Tinggi Teologi Amadeus Surabaya,Baik,2529/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-346,STAI DDI Majene,Baik,2528/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-347,Politeknik Bhakti Kartini,Baik,2527/SK/BAN-PT/Ak/PT/VIII/2025,2025,04,2030-08-05
banpt-348,STMIK Bina Mulia,Baik,2526/SK/BAN-PT/Ak/PT/VIII/2025,2025,16,2030-08-05
banpt-349,STIT Al-Azami Cianjur,Baik,2525/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-350,STT Kerusso Indonesia Bekasi,Baik,2524/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-351,AMIK Depati Parbo Kerinci,Baik,2523/SK/BAN-PT/Ak/PT/VIII/2025,2025,10,2030-08-05
banpt-352,Institut Teknologi dan Bisnis Bina Sriwijaya Palembang,Baik,2522/SK/BAN-PT/Ak/PT/VIII/2025,2025,02,2030-08-05
banpt-353,Politeknik Digital Boash Indonesia,Baik,2521/SK/BAN-PT/Ak/PT/VIII/2025,2025,04,2030-08-05
banpt-354,Sekolah Tinggi Ilmu Kesehatan Bethesda Tomohon,Baik,2520/SK/BAN-PT/Ak/PT/VIII/2025,2025,16,2030-08-05
banpt-355,Universitas Deli Sumatera,Baik,2519/SK/BAN-PT/Ak/PT/VIII/2025,2025,01,2030-08-05
banpt-356,Sekolah Tinggi Agama Hindu Shantika Dharma Malang,Baik Sekali,2518/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAN,2030-08-05
banpt-357,Politeknik Bisnis Dan Perpajakan Indonesia,Baik,2517/SK/BAN-PT/Ak/PT/VIII/2025,2025,06,2030-08-05
banpt-358,Universitas Pohuwato,Baik,2516/SK/BAN-PT/Ak/PT/VIII/2025,2025,16,2030-08-05
banpt-359,STIKES Ganesha Husada Kediri,Baik,2515/SK/BAN-PT/Ak/PT/VIII/2025,2025,07,2030-08-05
banpt-360,"STAI Wasilatul Falah, Rangkasbitung, Lebak",Baik,2514/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-361,Sekolah Tinggi Ilmu Ekonomi Syari'ah Alifa Pringsewu Lampung,Baik,2513/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-362,Sekolah Tinggi Ilmu Tarbiyah (STIT) Mumtaz,Baik,2512/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-08-05
banpt-363,Universitas Halu Oleo,B,2511/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,PTN,9999-01-01
banpt-364,Institut Agama Kristen Negeri Kupang,Baik,2510/SK/BAN-PT/Ak.S/PT/VIII/2025,2025,PTAN,9999-01-01
banpt-365,Institut Agama Islam Rokan,Baik,2501/SK/BAN-PT/Ak.Ppj/PT/VIII/2025,2025,PTAS,2030-05-17
banpt-366,Universitas Bung Hatta,Unggul,2496/SK/BAN-PT/Ak/PT/VIII/2025,2025,10,2030-07-29
banpt-367,Universitas Megarezky,Baik Sekali,2495/SK/BAN-PT/Ak/PT/VIII/2025,2025,09,2030-07-29
banpt-368,Universitas  Harapan Bangsa,Baik Sekali,2494/SK/BAN-PT/Ak/PT/VIII/2025,2025,06,2030-07-29
banpt-369,Universitas Muhammadiyah Jember,Unggul,2493/SK/BAN-PT/Ak/PT/VIII/2025,2025,07,2030-07-29
banpt-370,Sekolah Tinggi Ekonomi dan Bisnis Islam Lampung,Baik Sekali,2492/SK/BAN-PT/Ak/PT/VIII/2025,2025,PTAS,2030-07-29
banpt-371,Politeknik Maritim Eka Utama Subang,Baik,2491/SK/BAN-PT/Ak/PT/VIII/2025,2025,04,2030-07-29
banpt-372,Institut Teknologi Nasional Malang,B,2490/SK/BAN-PT/Ak.Ppj/PT/VII/2025,2025,07,2030-08-09
