institution_name,prodi_name,jenjang,akreditasi_prodi,status_pencocokan
STAI MIFTAHUL ULUM MUKOMUKO,MANAJEMEN DAKWAH,S1,BAIK,GAGAL COCOK
UNIVERSITAS KATOLIK INDONESIA SANTU PAULUS RUTENG,SOSIAL EKONOMI PERTANIAN,S1,BAIK,BERHASIL
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,ILMU AL-QURAN DAN TAFSIR,S1,UNGGUL,BERHASIL
UNIVERSITAS TANJUNGPURA,ILMU POLITIK,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS MATARAM,ILMU DAN TEKNOLOGI PANGAN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS ATMA JAYA YOGYAKARTA,AKUNTANSI,S1,UNGGUL,BERHASIL
UNIVERSITAS SYIAH KUALA,PSIKOLOGI,S1,BAIK,GAGAL COCOK
UNIVERSITAS MULAWARMAN,AGROEKOTEKNOLOGI,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS TEKNOLOGI SUMBAWA,ILMU HUKUM,S1,BAIK,BERHASIL
UNIVERSITAS DARUL  ULUM,AGRIBISNIS,S1,BAIK,BERHASIL
SEKOLAH TINGGI ALKITAB NUSANTARA,TEOLOGI,S1,BAIK,BERHASIL
UNIVERSITAS NEGERI MANADO,PENDIDIKAN MATEMATIKA,S2,BAIK,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM MIFTAHUL ULUM MUKOMUKO,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,GAGAL COCOK
UNIVERSITAS ISLAM NEGERI AR-RANIRY BANDA ACEH,PENDIDIKAN MATEMATIKA,S1,UNGGUL,BERHASIL
UNIVERSITAS NEGERI MEDAN,KIMIA,S2,BAIK SEKALI,BERHASIL
POLITEKNIK NEGERI SRIWIJAYA,TEKNIK ENERGI TERBARUKAN,S2 TERAPAN,UNGGUL,BERHASIL
"UNIVERSITAS INDONESIA, JAKARTA",KAJIAN ADMINISTRASI RUMAH SAKIT,S2,UNGGUL,BERHASIL
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NAHDLATUL ULAMA INDRAMAYU,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,GAGAL COCOK
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NAHDLATUL ULAMA INDRAMAYU,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,S1,BAIK,GAGAL COCOK
UNIVERSITAS KATOLIK WEETEBULA,PENDIDIKAN FISIKA,S1,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AGAMA HINDU SINGARAJA,PENDIDIKAN AGAMA HINDU,S1,BAIK SEKALI,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN KELUARGA BUNDA JAMBI, JAMBI",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN SAPTA BAKTI, BENGKULU",PEREKAM DAN INFORMASI KESEHATAN,D-III,BAIK SEKALI,BERHASIL
"UNIVERSITAS GADJAH MADA, YOGYAKARTA",MANAJEMEN INFORMASI KESEHATAN,D-IV,UNGGUL,BERHASIL
"UNIVERSITAS JENDERAL ACHMAD YANI, CIMAHI",KEPERAWATAN,D-III,UNGGUL,BERHASIL
"UNIVERSITAS MEGA BUANA PALOPO, PALOPO",KESEHATAN MASYARAKAT,S2,BAIK SEKALI,BERHASIL
"UNIVERSITAS MUHAMMADIYAH CIREBON, CIREBON",NERS,PROFESI,BAIK SEKALI,BERHASIL
"UNIVERSITAS MUHAMMADIYAH CIREBON, CIREBON",ILMU KEPERAWATAN,S1,BAIK SEKALI,BERHASIL
"UNIVERSITAS MUSLIM INDONESIA, MAKASSAR",KESEHATAN MASYARAKAT,S1,UNGGUL,BERHASIL
"UNIVERSITAS SALI AL-AITAAM, BANDUNG",KEBIDANAN,D-III,BAIK,BERHASIL
UNIVERSITAS WINAYA MUKTI,MANAJEMEN,S2,B,BERHASIL
UNIVERSITAS WINAYA MUKTI,AKUNTANSI,S1,BAIK SEKALI,BERHASIL
INSTITUT TEKNOLOGI BANDUNG,TEKNIK PERMINYAKAN,S1,UNGGUL,BERHASIL
INSTITUT TEKNOLOGI BANDUNG,TEKNIK PERTAMBANGAN,S1,UNGGUL,BERHASIL
"AKADEMI KEBIDANAN BANUA BINA HUSADA, BANJARMASIN",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN KENDARI, KENDARI",TEKNOLOGI LABORATORIUM MEDIS,D-III,BAIK SEKALI,GAGAL COCOK
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN SEMARANG, SEMARANG",SANITASI LINGKUNGAN,D-IV,UNGGUL,GAGAL COCOK
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN SEMARANG, SEMARANG",SANITASI,D-III,UNGGUL,GAGAL COCOK
"SEKOLAH TINGGI ILMU KESEHATAN WIDYAGAMA HUSADA, MALANG",KEBIDANAN,D-III,BAIK SEKALI,GAGAL COCOK
"UNIVERSITAS AIRLANGGA, SURABAYA",KEDOKTERAN FORENSIK DAN STUDI MEDIKOLEGAL,SPESIALIS,UNGGUL,BERHASIL
"UNIVERSITAS AIRLANGGA, SURABAYA",OBSTETRI DAN GINEKOLOGI,SPESIALIS,UNGGUL,BERHASIL
"UNIVERSITAS DR. SOEBANDI, JEMBER",NERS,PROFESI,BAIK SEKALI,BERHASIL
"UNIVERSITAS DR. SOEBANDI, JEMBER",ILMU KEPERAWATAN,S1,BAIK SEKALI,BERHASIL
"UNIVERSITAS HANG TUAH PEKANBARU, PEKANBARU",KESEHATAN MASYARAKAT,S1,BAIK SEKALI,BERHASIL
"UNIVERSITAS HASANUDDIN, MAKASSAR",PATOLOGI ANATOMIK,SPESIALIS,UNGGUL,BERHASIL
"UNIVERSITAS PADJADJARAN, BANDUNG",PSIKIATRI,SPESIALIS,UNGGUL,BERHASIL
"UNIVERSITAS PASIR PENGARAIAN, PASIR PENGARAIAN",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM MIFTAHUL ULA NGLAWAK KERTOSONO,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK SEKALI,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH METRO,PENDIDIKAN EKONOMI,S1,UNGGUL,BERHASIL
UNIVERSITAS MUHAMMADIYAH SURAKARTA,PENDIDIKAN AKUNTANSI,S1,UNGGUL,BERHASIL
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,BERHASIL
INSTITUT KEGURUAN DAN ILMU PENDIDIKAN WIDYA DARMA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,GAGAL COCOK
INSTITUT ILMU KEISLAMAN ANNUQAYAH GULUK-GULUK SUMENEP,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,GAGAL COCOK
UNIVERSITAS NEGERI MALANG,TEKNOLOGI PENDIDIKAN,S1,UNGGUL,BERHASIL
UNIVERSITAS ISLAM INTERNASIONAL INDONESIA,ILMU PENDIDIKAN,S2,BAIK SEKALI,BERHASIL
UNIVERSITAS DIPONEGORO,ADMINISTRASI BISNIS,S1,UNGGUL,BERHASIL
UNIVERSITAS MULTIMEDIA NUSANTARA JAKARTA,MANAJEMEN,S1,UNGGUL,BERHASIL
UNIVERSITAS MULTIMEDIA NUSANTARA JAKARTA,AKUNTANSI,S1,UNGGUL,BERHASIL
UNIVERSITAS MUHAMMADIYAH MALANG,MANAJEMEN,S1,UNGGUL,BERHASIL
STMIK WIDYA CIPTA DHARMA,BISNIS DIGITAL,S1,BAIK,BERHASIL
UNIVERSITAS SANTO BORROMEUS,KEWIRAUSAHAAN,S1,BAIK,BERHASIL
UNIVERSITAS SANTO BORROMEUS,BISNIS DIGITAL,S1,BAIK,BERHASIL
INSTITUT AGAMA ISLAM LUKMAN EDY,PERBANKAN SYARIAH,S1,B,BERHASIL
INSTITUT FILSAFAT DAN TEKNOLOGI KREATIF LEDALERO,ILMU FILSAFAT,S1,B,BERHASIL
UNIVERSITAS ABDUL AZIS LAMADJIDO,ILMU ADMINISTRASI NEGARA,S1,B,BERHASIL
UNIVERSITAS ABDUL AZIS LAMADJIDO,ILMU KOMUNIKASI,S1,BAIK,BERHASIL
UNIVERSITAS ABDUL AZIS LAMADJIDO,MANAJEMEN,S2,BAIK,BERHASIL
UNIVERSITAS ICHSAN GORONTALO UTARA,SISTEM INFORMASI,S1,B,BERHASIL
UNIVERSITAS MUHAMMADIYAH KENDAL BATANG,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,BERHASIL
INSTITUT AGAMA ISLAM LUKMAN EDY,HUKUM KELUARGA,S1,B,BERHASIL
INSTITUT AGAMA ISLAM LUKMAN EDY,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,BERHASIL
INSTITUT NAHDLATUL ULAMA TASIKMALAYA,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM MIFTAHUL ULUM LUMAJANG,HUKUM KELUARGA ISLAM,S1,B,BERHASIL
AKADEMI PETERNAKAN BRAHMAPUTRA,BUDI DAYA TERNAK,D-III,B,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH KENDAL BATANG,PENDIDIKAN BAHASA INGGRIS,S1,BAIK,BERHASIL
UNIVERSITAS PADJADJARAN,TEKNOLOGI INDUSTRI PERTANIAN,S1,UNGGUL,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN ARJUNA, TOBA SAMOSIR",FARMASI,D-III,BAIK SEKALI,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN PELITA ILMU DEPOK, DEPOK",KEBIDANAN,S1,BAIK,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN PELITA ILMU DEPOK, DEPOK",BIDAN,PROFESI,BAIK,BERHASIL
"UNIVERSITAS AIRLANGGA, SURABAYA",ILMU KESEHATAN GIGI ANAK,SPESIALIS,UNGGUL,BERHASIL
"UNIVERSITAS BUMI HIJRAH TIDORE, TIDORE",KESEHATAN MASYARAKAT,S1,BAIK SEKALI,BERHASIL
"UNIVERSITAS SRIWIJAYA, INDRALAYA",FARMASI,S1,UNGGUL,BERHASIL
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN TEKNIK MESIN,S1,UNGGUL,BERHASIL
UNIVERSITAS NEGERI JAKARTA,TEKNOLOGI PENDIDIKAN,S3,UNGGUL,BERHASIL
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN TEKNIK BANGUNAN,S1,UNGGUL,BERHASIL
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN TEKNIK ELEKTRO,S1,UNGGUL,BERHASIL
UNIVERSITAS TAMA JAGAKARSA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS MUHAMMADIYAH BANJARMASIN,PENDIDIKAN ISLAM ANAK USIA  DINI,S1,BAIK,BERHASIL
UNIVERSITAS RIAU,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,UNGGUL,BERHASIL
UNIVERSITAS SAWERIGADING MAKASSAR,PENDIDIKAN BAHASA INGGRIS,S1,BAIK,BERHASIL
UNIVERSITAS SYIAH KUALA,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",S1,UNGGUL,GAGAL COCOK
UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,PENDIDIKAN KIMIA,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS TULUNGAGUNG,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS JAMBI,EKONOMI ISLAM,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS ISLAM KADIRI,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
STIE UNISADHUGUNA,MANAJEMEN,S1,BAIK,BERHASIL
UNIVERSITAS PRABUMULIH,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI 45 MATARAM,AKUNTANSI,S1,BAIK,GAGAL COCOK
POLITEKNIK NEGERI BANJARMASIN,BISNIS DIGITAL,D-IV,BAIK,BERHASIL
STIE PROFESSIONAL MANAJEMEN COLLEGE INDONESIA,AKUNTANSI,S1,BAIK,GAGAL COCOK
SEKOLAH TINGGI ILMU EKONOMI GRAHA KIRANA,AKUNTANSI,S1,BAIK,BERHASIL
IAIN TERNATE,PERBANKAN SYARIAH,S1,BAIK,BERHASIL
UNIVERSITAS HASYIM ASY&#039;ARI TEBUIRENG JOMBANG,EKONOMI ISLAM,S1,BAIK,GAGAL COCOK
UNIVERSITAS KRISTEN INDONESIA,MANAJEMEN,S1,UNGGUL,BERHASIL
STIE JAKARTA INTERNATIONAL COLLEGE,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS DARUL ULUM,EKONOMI PEMBANGUNAN,S1,BAIK,GAGAL COCOK
SEKOLAH TINGGI AGAMA ISLAM SABILUL MUTTAQQIN MOJOKERTO JAWA TIMUR,EKONOMI SYARIAH,S1,BAIK,BERHASIL
INSTITUT TEKNOLOGI DAN BISNIS KALBIS,MANAJEMEN,S1,UNGGUL,BERHASIL
UNIVERSITAS WIDYATAMA,MANAJEMEN,S1,UNGGUL,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI GENTIARAS,AKUNTANSI,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH MATARAM,EKONOMI SYARIAH,S1,BAIK,BERHASIL
UNIVERSITAS PADJADJARAN,ILMU MANAJEMEN,S2,UNGGUL,BERHASIL
UNIVERSITAS PAKUAN,MANAJEMEN,S2,BAIK SEKALI,BERHASIL
UNIVERSITAS SAMUDRA,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS SARI PUTRA INDONESIA TOMOHON,MANAJEMEN,S1,BAIK,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI YPUP MAKASSAR,MANAJEMEN,S2,BAIK,BERHASIL
UNIVERSITAS SAINS AL QUR&#039;AN,MANAJEMEN,S1,BAIK SEKALI,GAGAL COCOK
POLITEKNIK NEGERI JAKARTA,AKUNTANSI,D-III,UNGGUL,BERHASIL
UNIVERSITAS IBA,AKUNTANSI,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS LOGISTIK DAN BISNIS INTERNASIONAL,MANAJEMEN LOGISTIK,S1,BAIK,BERHASIL
UNIVERSITAS MERCU BUANA,MANAJEMEN,S3,BAIK SEKALI,BERHASIL
UNIVERSITAS DIPONEGORO,KIMIA,S1,UNGGUL,BERHASIL
UNIVERSITAS NEGERI PADANG,MATEMATIKA,S1,UNGGUL,BERHASIL
UNIVERSITAS PERTAMINA,KIMIA,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS PGRI ARGOPURO JEMBER,STATISTIK,S1,BAIK,BERHASIL
UNIVERSITAS BRAWIJAYA,BIOTEKNOLOGI,S1,UNGGUL,BERHASIL
UNIVERSITAS SEMARANG,PSIKOLOGI,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS DIAN NUSWANTORO,DESAIN KOMUNIKASI VISUAL,S1,UNGGUL,BERHASIL
UNIVERSITAS MUHAMMADIYAH PALEMBANG,AKUNTANSI,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS LAMPUNG,AGRIBISNIS,S1,UNGGUL,BERHASIL
AKADEMI PARIWISATA NASIONAL BANJARMASIN,USAHA PERJALANAN WISATA,D-III,BAIK,GAGAL COCOK
UNIVERSITAS KRISTEN IMMANUEL,TEOLOGI,S1,B,BERHASIL
SEKOLAH TINGGI TEOLOGI INJILI INDONESIA YOGYAKARTA,TEOLOGI,S1,B,BERHASIL
SEKOLAH TINGGI ILMU ADMINISTRASI BANTEN,ILMU ADMINISTRASI NEGARA,S1,B,BERHASIL
UNIVERSITAS GADJAH MADA,MAGISTER MANAJEMEN BENCANA,S2,UNGGUL,BERHASIL
INSTITUT AGAMA ISLAM AL-AMANAH JENEPONTO,HUKUM TATANEGARA ISLAM,S1,BAIK,BERHASIL
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA MEDAN,HUKUM EKONOMI SYARIAH,S1,UNGGUL,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM DARUL ULUM SAROLANGUN,PSIKOLOGI ISLAM,S1,BAIK,BERHASIL
INSTITUT AGAMA ISLAM MUHAMMAD AZIM JAMBI,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK,BERHASIL
SEKOLAH TINGGI TEOLOGI PANTEKOSTA BATAM,TEOLOGI,S1,BAIK,BERHASIL
UNIVERSITAS TARUMANAGARA,PSIKOLOGI,S1,UNGGUL,BERHASIL
UNIVERSITAS SULAWESI BARAT,ILMU HUKUM,S1,BAIK,BERHASIL
INSTITUT AGAMA HINDU NEGERI TAMPUNG PENYANG PALANGKA RAYA,HUKUM AGAMA HINDU,S1,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI TEOLOGI PANTEKOSTA SUMUT - ACEH,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,BERHASIL
UNIVERSITAS DINAMIKA BANGSA,TEKNIK INFORMATIKA,S1,BAIK,BERHASIL
INSTITUT KARIMAN WIRAYUDHA SUMENEP MADURA,MANAJEMEN BISNIS SYARIAH,S1,BAIK,BERHASIL
"INSTITUT ILMU AL-QUR`AN JAKARTA, JAKARTA SELATAN",HUKUM EKONOMI SYARI`AH,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS SARJANAWIYATA TAMANSISWA,PENDIDIKAN BAHASA INGGRIS,S2,BAIK SEKALI,BERHASIL
STKIP BUDIDAYA,PENDIDIKAN MATEMATIKA,S1,BAIK,BERHASIL
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,HUKUM KELUARGA ISLAM,S1,UNGGUL,BERHASIL
UNIVERSITAS NEGERI MAKASSAR,ILMU KEOLAHRAGAAN,S1,UNGGUL,BERHASIL
INSTITUT TEKNOLOGI TELKOM PURWOKERTO,TEKNIK TELEKOMUNIKASI,S1,BAIK SEKALI,GAGAL COCOK
UNIVERSITAS TANJUNGPURA,KEHUTANAN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS 17 AGUSTUS 1945 SEMARANG,MANAJEMEN,S2,BAIK SEKALI,BERHASIL
UNIVERSITAS AHMAD DAHLAN,TEKNIK ELEKTRO,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS TANJUNGPURA,PENDIDIKAN JASMANI,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS PANCASAKTI TEGAL,TEKNIK INDUSTRI,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS PRASETIYA MULYA,HUKUM BISNIS,S1,BAIK,BERHASIL
UNIVERSITAS NAHDLATUL ULAMA INDONESIA,PSIKOLOGI,S1,BAIK,BERHASIL
UNIVERSITAS TADULAKO,PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS UDAYANA,PARIWISATA,D-IV,UNGGUL,BERHASIL
UNIVERSITAS ISLAM NEGERI ALAUDDIN MAKASSAR,DIRASAH ISLAMIYAH,S3,UNGGUL,BERHASIL
UNIVERSITAS PATTIMURA,BIOLOGI,S1,BAIK SEKALI,BERHASIL
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MEDAN, MEDAN",KEBIDANAN,D-III,UNGGUL,GAGAL COCOK
UNIVERSITAS DHARMA AUB SURAKARTA,AKUNTANSI,D-III,BAIK SEKALI,BERHASIL
INSTITUT PERTANIAN BOGOR,MANAJEMEN DAN BISNIS,S3,UNGGUL,BERHASIL
UNIVERSITAS ISLAM NEGERI MAULANA MALIK IBRAHIM,EKONOMI SYARIAH,S3,BAIK SEKALI,BERHASIL
UNIVERSITAS SULTAN AGENG TIRTAYASA,MANAJEMEN,S1,UNGGUL,BERHASIL
UNIVERSITAS LINTAS INTERNASIONAL INDONESIA,ADMINISTRASI BISNIS,S1,BAIK,BERHASIL
UNIVERSITAS ISLAM NEGERI PROFESOR KIAI HAJI SAIFUDDIN ZUHRI PURWOKERTO,PERBANKAN SYARIAH,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS WIDYA DHARMA PONTIANAK,BISNIS DIGITAL,S1,BAIK,BERHASIL
UNIVERSITAS KALTARA,EKONOMI PEMBANGUNAN,S1,BAIK,BERHASIL
UNIVERSITAS INDONESIA,MANAJEMEN BISNIS PARIWISATA,D-IV,BAIK,BERHASIL
UNIVERSITAS MALIKUSSALEH,EKONOMI PEMBANGUNAN,S2,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI JAYAKARTA,AKUNTANSI,S1,BAIK,BERHASIL
"STAI WASILATUL FALAH, RANGKASBITUNG, LEBAK",EKONOMI SYARI'AH,S1,BAIK,BERHASIL
STEI HAMZAR LOMBOK TIMUR,PERBANKAN SYARIAH,S1,BAIK,BERHASIL
UNIVERSITAS GUNADARMA,MANAJEMEN PEMASARAN,D-III,BAIK SEKALI,BERHASIL
UNIVERSITAS KATOLIK PARAHYANGAN,AKUNTANSI,S1,UNGGUL,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI LA TANSA MASHIRO,MANAJEMEN,S2,BAIK,BERHASIL
UNIVERSITAS SARJANAWIYATA TAMANSISWA,AKUNTANSI,S1,UNGGUL,BERHASIL
UNIVERSITAS MATANA,AKUNTANSI,S1,BAIK,BERHASIL
UNIVERSITAS KRISNADWIPAYANA,ILMU ADMINISTRASI BISNIS,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH KALIMANTAN TIMUR,MANAJEMEN,S2,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI INDONESIA BANJARMASIN,MANAJEMEN,S2,BAIK SEKALI,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH GOMBONG,MANAJEMEN,S1,BAIK,BERHASIL
UNIVERSITAS BANDAR LAMPUNG,MANAJEMEN,S1,UNGGUL,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM SULTHAN SYARIF HASYIM SIAK SRI INDRAPURA RIAU,EKONOMI SYARIAH,S1,BAIK,GAGAL COCOK
STIE BAKTI BANGSA,EKONOMI ISLAM,S1,BAIK,BERHASIL
STEI AL-ISHLAH BOBOS DUKUPUNTANG CIREBON,MANAJEMEN BISNIS SYARIAH,S1,BAIK,BERHASIL
INSTITUT AGAMA ISLAM SYARIFUDDIN WONOREJO LUMAJANG,EKONOMI SYARIAH,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS TIMOR,EKONOMI PEMBANGUNAN,S1,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI YAPIS,AKUNTANSI,S1,BAIK,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI WIBAWA KARTA RAHARJA,AKUNTANSI,S1,BAIK SEKALI,BERHASIL
POLITEKNIK MULTIMEDIA NUSANTARA,PENGELOLAAN KONVERSI DAN ACARA,D-IV,BAIK,BERHASIL
UNIVERSITAS TABANAN,EKONOMI PEMBANGUNAN,S1,BAIK,BERHASIL
UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,AKUNTANSI,S2,BAIK SEKALI,BERHASIL
"AKADEMI KEPERAWATAN IBNU SINA KOTA SABANG, SABANG",KEPERAWATAN,D-III,BAIK SEKALI,BERHASIL
"UNIVERSITAS HORIZON INDONESIA, KARAWANG",ILMU KEPERAWATAN,S1,BAIK SEKALI,BERHASIL
"UNIVERSITAS HORIZON INDONESIA, KARAWANG",NERS,PROFESI,BAIK SEKALI,BERHASIL
"UNIVERSITAS ICHSAN SATYA, TANGERANG SELATAN",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
"UNIVERSITAS ICHSAN SATYA, TANGERANG SELATAN",ILMU KEPERAWATAN,S1,BAIK,BERHASIL
"UNIVERSITAS ICHSAN SATYA, TANGERANG SELATAN",NERS,PROFESI,BAIK,BERHASIL
"UNIVERSITAS WIDYA NUSANTARA, PALU",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN LUAR SEKOLAH,S1,UNGGUL,BERHASIL
UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,BIMBINGAN DAN KONSELING,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS NEGERI MALANG,PENDIDIKAN EKONOMI,S1,UNGGUL,BERHASIL
UNIVERSITAS NEGERI MALANG,PENDIDIKAN MATEMATIKA,S3,UNGGUL,BERHASIL
UNIVERSITAS UDAYANA,ILMU EKONOMI,S3,UNGGUL,BERHASIL
INSTITUT TEKNOLOGI DAN BISNIS PALCOMTECH,AKUNTANSI,D-III,BAIK SEKALI,BERHASIL
UNIVERSITAS GADJAH MADA,BIOLOGI,S1,UNGGUL,BERHASIL
UNIVERSITAS PGRI BANYUWANGI,KIMIA,S1,BAIK,BERHASIL
"AKADEMI ANALIS FARMASI DAN MAKANAN BANDA ACEH, BANDA ACEH",ANALISIS FARMASI DAN MAKANAN,D-III,BAIK,BERHASIL
"UNIVERSITAS HASANUDDIN, MAKASSAR",ILMU BEDAH,SPESIALIS,UNGGUL,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM SYEKH H. ABDUL HALIM HASAN AL-ISLAHIYAH BINJAI,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,GAGAL COCOK
SEKOLAH TINGGI ILMU EKONOMI SYARI&#039;AH ALIFA PRINGSEWU LAMPUNG,EKONOMI SYARIAH,S1,BAIK,GAGAL COCOK
INSTITUT PERTANIAN BOGOR,ILMU EKONOMI SYARIAH,S1,UNGGUL,BERHASIL
UNIVERSITAS ALKHAIRAAT,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS PRESIDEN,MANAJEMEN,S1,UNGGUL,BERHASIL
UNIVERSITAS KATOLIK PARAHYANGAN,MANAJEMEN,S1,UNGGUL,BERHASIL
UNIVERSITAS NUSA MANDIRI,MANAJEMEN,S1,BAIK,BERHASIL
UNIVERSITAS GRAHA NUSANTARA,EKONOMI PEMBANGUNAN,S1,BAIK,BERHASIL
IAIN MANADO,PERBANKAN SYARIAH,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS INDONESIA,AKUNTANSI,S2,UNGGUL,BERHASIL
INSTITUT AGAMA ISLAM MUHAMMAD AZIM JAMBI,EKONOMI SYARIAH,S1,BAIK,BERHASIL
UNIVERSITAS BUDDHI DHARMA,AKUNTANSI,D-III,BAIK SEKALI,BERHASIL
UNIVERSITAS PUTRA BANGSA,BISNIS DIGITAL,S1,BAIK,BERHASIL
UNIVERSITAS WIDYA DHARMA PONTIANAK,AKUNTANSI,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS MERDEKA SURABAYA,AKUNTANSI,S1,BAIK,BERHASIL
UNIVERSITAS JAMBI,MANAJEMEN PEMASARAN,D-III,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI CIREBON,MANAJEMEN,S2,BAIK,BERHASIL
POLITEKNIK NEGERI SAMARINDA,AKUNTANSI,D-III,BAIK SEKALI,BERHASIL
UNIVERSITAS BINA NUSANTARA,TEKNOLOGI PANGAN,S1,UNGGUL,BERHASIL
UNIVERSITAS GUNADARMA,PSIKOLOGI,S1,A,BERHASIL
UNIVERSITAS LAMBUNG MANGKURAT,ADMINISTRASI PUBLIK,S1,A,BERHASIL
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,ILMU STATISTIK,S3,A,BERHASIL
